,pge_ecr,sce_ecr,sdge_ecr
6601,0.0574,0.0532,0.055
6602,0.0502,0.0485,0.0504
6603,0.051,0.0468,0.0486
6604,0.0501,0.0457,0.0474
6605,0.0497,0.0456,0.0473
6606,0.0498,0.0519,0.0537
6607,0.0512,0.0527,0.0545
6608,0.0523,0.0396,0.0398
6609,0.0506,0.0207,0.0183
6610,0.0428,0.0105,0.0077
6611,0.0421,0.0129,0.0093
6612,0.0419,0.017,0.0131
6613,0.0418,0.0155,0.0123
6614,0.0423,0.0141,0.0096
6615,0.044,0.0147,0.0099
6616,0.095,0.0142,0.0105
6617,0.1155,0.0247,0.0213
6618,0.1604,0.0403,0.0396
6619,0.1194,0.069,0.07
6620,0.1157,0.0747,0.0758
6621,0.0665,0.0836,0.0836
6622,0.0623,0.0768,0.0758
6623,0.0572,0.0612,0.0619
6624,0.0537,0.0557,0.0573
6625,0.0574,0.0532,0.055
6626,0.0502,0.0485,0.0504
6627,0.051,0.0468,0.0486
6628,0.0501,0.0457,0.0474
6629,0.0497,0.0456,0.0473
6630,0.0498,0.0519,0.0537
6631,0.0512,0.0527,0.0545
6632,0.0523,0.0396,0.0398
6633,0.0506,0.0207,0.0183
6634,0.0428,0.0105,0.0077
6635,0.0421,0.0129,0.0093
6636,0.0419,0.017,0.0131
6637,0.0418,0.0155,0.0123
6638,0.0423,0.0141,0.0096
6639,0.044,0.0147,0.0099
6640,0.095,0.0142,0.0105
6641,0.1155,0.0247,0.0213
6642,0.1604,0.0403,0.0396
6643,0.1194,0.069,0.07
6644,0.1157,0.0747,0.0758
6645,0.0665,0.0836,0.0836
6646,0.0623,0.0768,0.0758
6647,0.0572,0.0612,0.0619
6648,0.0537,0.0557,0.0573
6649,0.0574,0.0532,0.055
6650,0.0502,0.0485,0.0504
6651,0.051,0.0468,0.0486
6652,0.0501,0.0457,0.0474
6653,0.0497,0.0456,0.0473
6654,0.0498,0.0519,0.0537
6655,0.0512,0.0527,0.0545
6656,0.0523,0.0396,0.0398
6657,0.0506,0.0207,0.0183
6658,0.0428,0.0105,0.0077
6659,0.0421,0.0129,0.0093
6660,0.0419,0.017,0.0131
6661,0.0418,0.0155,0.0123
6662,0.0423,0.0141,0.0096
6663,0.044,0.0147,0.0099
6664,0.095,0.0142,0.0105
6665,0.1155,0.0247,0.0213
6666,0.1604,0.0403,0.0396
6667,0.1194,0.069,0.07
6668,0.1157,0.0747,0.0758
6669,0.0665,0.0836,0.0836
6670,0.0623,0.0768,0.0758
6671,0.0572,0.0612,0.0619
6672,0.0537,0.0557,0.0573
6673,0.0574,0.0532,0.055
6674,0.0502,0.0485,0.0504
6675,0.051,0.0468,0.0486
6676,0.0501,0.0457,0.0474
6677,0.0497,0.0456,0.0473
6678,0.0498,0.0519,0.0537
6679,0.0512,0.0527,0.0545
6680,0.0523,0.0396,0.0398
6681,0.0506,0.0207,0.0183
6682,0.0428,0.0105,0.0077
6683,0.0421,0.0129,0.0093
6684,0.0419,0.017,0.0131
6685,0.0418,0.0155,0.0123
6686,0.0423,0.0141,0.0096
6687,0.044,0.0147,0.0099
6688,0.095,0.0142,0.0105
6689,0.1155,0.0247,0.0213
6690,0.1604,0.0403,0.0396
6691,0.1194,0.069,0.07
6692,0.1157,0.0747,0.0758
6693,0.0665,0.0836,0.0836
6694,0.0623,0.0768,0.0758
6695,0.0572,0.0612,0.0619
6696,0.0537,0.0557,0.0573
6697,0.0574,0.0532,0.055
6698,0.0502,0.0485,0.0504
6699,0.051,0.0468,0.0486
6700,0.0501,0.0457,0.0474
6701,0.0497,0.0456,0.0473
6702,0.0498,0.0519,0.0537
6703,0.0512,0.0527,0.0545
6704,0.0523,0.0396,0.0398
6705,0.0506,0.0207,0.0183
6706,0.0428,0.0105,0.0077
6707,0.0421,0.0129,0.0093
6708,0.0419,0.017,0.0131
6709,0.0418,0.0155,0.0123
6710,0.0423,0.0141,0.0096
6711,0.044,0.0147,0.0099
6712,0.095,0.0142,0.0105
6713,0.1155,0.0247,0.0213
6714,0.1604,0.0403,0.0396
6715,0.1194,0.069,0.07
6716,0.1157,0.0747,0.0758
6717,0.0665,0.0836,0.0836
6718,0.0623,0.0768,0.0758
6719,0.0572,0.0612,0.0619
6720,0.0537,0.0557,0.0573
6721,0.0574,0.0532,0.055
6722,0.0502,0.0485,0.0504
6723,0.051,0.0468,0.0486
6724,0.0501,0.0457,0.0474
6725,0.0497,0.0456,0.0473
6726,0.0498,0.0519,0.0537
6727,0.0512,0.0527,0.0545
6728,0.0523,0.0396,0.0398
6729,0.0506,0.0207,0.0183
6730,0.0428,0.0105,0.0077
6731,0.0421,0.0129,0.0093
6732,0.0419,0.017,0.0131
6733,0.0418,0.0155,0.0123
6734,0.0423,0.0141,0.0096
6735,0.044,0.0147,0.0099
6736,0.095,0.0142,0.0105
6737,0.1155,0.0247,0.0213
6738,0.1604,0.0403,0.0396
6739,0.1194,0.069,0.07
6740,0.1157,0.0747,0.0758
6741,0.0665,0.0836,0.0836
6742,0.0623,0.0768,0.0758
6743,0.0572,0.0612,0.0619
6744,0.0537,0.0557,0.0573
6745,0.0574,0.0532,0.055
6746,0.0502,0.0485,0.0504
6747,0.051,0.0468,0.0486
6748,0.0501,0.0457,0.0474
6749,0.0497,0.0456,0.0473
6750,0.0498,0.0519,0.0537
6751,0.0512,0.0527,0.0545
6752,0.0523,0.0396,0.0398
6753,0.0506,0.0207,0.0183
6754,0.0428,0.0105,0.0077
6755,0.0421,0.0129,0.0093
6756,0.0419,0.017,0.0131
6757,0.0418,0.0155,0.0123
6758,0.0423,0.0141,0.0096
6759,0.044,0.0147,0.0099
6760,0.095,0.0142,0.0105
6761,0.1155,0.0247,0.0213
6762,0.1604,0.0403,0.0396
6763,0.1194,0.069,0.07
6764,0.1157,0.0747,0.0758
6765,0.0665,0.0836,0.0836
6766,0.0623,0.0768,0.0758
6767,0.0572,0.0612,0.0619
6768,0.0537,0.0557,0.0573
6769,0.0574,0.0532,0.055
6770,0.0502,0.0485,0.0504
6771,0.051,0.0468,0.0486
6772,0.0501,0.0457,0.0474
6773,0.0497,0.0456,0.0473
6774,0.0498,0.0519,0.0537
6775,0.0512,0.0527,0.0545
6776,0.0523,0.0396,0.0398
6777,0.0506,0.0207,0.0183
6778,0.0428,0.0105,0.0077
6779,0.0421,0.0129,0.0093
6780,0.0419,0.017,0.0131
6781,0.0418,0.0155,0.0123
6782,0.0423,0.0141,0.0096
6783,0.044,0.0147,0.0099
6784,0.095,0.0142,0.0105
6785,0.1155,0.0247,0.0213
6786,0.1604,0.0403,0.0396
6787,0.1194,0.069,0.07
6788,0.1157,0.0747,0.0758
6789,0.0665,0.0836,0.0836
6790,0.0623,0.0768,0.0758
6791,0.0572,0.0612,0.0619
6792,0.0537,0.0557,0.0573
6793,0.0574,0.0532,0.055
6794,0.0502,0.0485,0.0504
6795,0.051,0.0468,0.0486
6796,0.0501,0.0457,0.0474
6797,0.0497,0.0456,0.0473
6798,0.0498,0.0519,0.0537
6799,0.0512,0.0527,0.0545
6800,0.0523,0.0396,0.0398
6801,0.0506,0.0207,0.0183
6802,0.0428,0.0105,0.0077
6803,0.0421,0.0129,0.0093
6804,0.0419,0.017,0.0131
6805,0.0418,0.0155,0.0123
6806,0.0423,0.0141,0.0096
6807,0.044,0.0147,0.0099
6808,0.095,0.0142,0.0105
6809,0.1155,0.0247,0.0213
6810,0.1604,0.0403,0.0396
6811,0.1194,0.069,0.07
6812,0.1157,0.0747,0.0758
6813,0.0665,0.0836,0.0836
6814,0.0623,0.0768,0.0758
6815,0.0572,0.0612,0.0619
6816,0.0537,0.0557,0.0573
6817,0.0574,0.0532,0.055
6818,0.0502,0.0485,0.0504
6819,0.051,0.0468,0.0486
6820,0.0501,0.0457,0.0474
6821,0.0497,0.0456,0.0473
6822,0.0498,0.0519,0.0537
6823,0.0512,0.0527,0.0545
6824,0.0523,0.0396,0.0398
6825,0.0506,0.0207,0.0183
6826,0.0428,0.0105,0.0077
6827,0.0421,0.0129,0.0093
6828,0.0419,0.017,0.0131
6829,0.0418,0.0155,0.0123
6830,0.0423,0.0141,0.0096
6831,0.044,0.0147,0.0099
6832,0.095,0.0142,0.0105
6833,0.1155,0.0247,0.0213
6834,0.1604,0.0403,0.0396
6835,0.1194,0.069,0.07
6836,0.1157,0.0747,0.0758
6837,0.0665,0.0836,0.0836
6838,0.0623,0.0768,0.0758
6839,0.0572,0.0612,0.0619
6840,0.0537,0.0557,0.0573
6841,0.0574,0.0532,0.055
6842,0.0502,0.0485,0.0504
6843,0.051,0.0468,0.0486
6844,0.0501,0.0457,0.0474
6845,0.0497,0.0456,0.0473
6846,0.0498,0.0519,0.0537
6847,0.0512,0.0527,0.0545
6848,0.0523,0.0396,0.0398
6849,0.0506,0.0207,0.0183
6850,0.0428,0.0105,0.0077
6851,0.0421,0.0129,0.0093
6852,0.0419,0.017,0.0131
6853,0.0418,0.0155,0.0123
6854,0.0423,0.0141,0.0096
6855,0.044,0.0147,0.0099
6856,0.095,0.0142,0.0105
6857,0.1155,0.0247,0.0213
6858,0.1604,0.0403,0.0396
6859,0.1194,0.069,0.07
6860,0.1157,0.0747,0.0758
6861,0.0665,0.0836,0.0836
6862,0.0623,0.0768,0.0758
6863,0.0572,0.0612,0.0619
6864,0.0537,0.0557,0.0573
6865,0.0574,0.0532,0.055
6866,0.0502,0.0485,0.0504
6867,0.051,0.0468,0.0486
6868,0.0501,0.0457,0.0474
6869,0.0497,0.0456,0.0473
6870,0.0498,0.0519,0.0537
6871,0.0512,0.0527,0.0545
6872,0.0523,0.0396,0.0398
6873,0.0506,0.0207,0.0183
6874,0.0428,0.0105,0.0077
6875,0.0421,0.0129,0.0093
6876,0.0419,0.017,0.0131
6877,0.0418,0.0155,0.0123
6878,0.0423,0.0141,0.0096
6879,0.044,0.0147,0.0099
6880,0.095,0.0142,0.0105
6881,0.1155,0.0247,0.0213
6882,0.1604,0.0403,0.0396
6883,0.1194,0.069,0.07
6884,0.1157,0.0747,0.0758
6885,0.0665,0.0836,0.0836
6886,0.0623,0.0768,0.0758
6887,0.0572,0.0612,0.0619
6888,0.0537,0.0557,0.0573
6889,0.0574,0.0532,0.055
6890,0.0502,0.0485,0.0504
6891,0.051,0.0468,0.0486
6892,0.0501,0.0457,0.0474
6893,0.0497,0.0456,0.0473
6894,0.0498,0.0519,0.0537
6895,0.0512,0.0527,0.0545
6896,0.0523,0.0396,0.0398
6897,0.0506,0.0207,0.0183
6898,0.0428,0.0105,0.0077
6899,0.0421,0.0129,0.0093
6900,0.0419,0.017,0.0131
6901,0.0418,0.0155,0.0123
6902,0.0423,0.0141,0.0096
6903,0.044,0.0147,0.0099
6904,0.095,0.0142,0.0105
6905,0.1155,0.0247,0.0213
6906,0.1604,0.0403,0.0396
6907,0.1194,0.069,0.07
6908,0.1157,0.0747,0.0758
6909,0.0665,0.0836,0.0836
6910,0.0623,0.0768,0.0758
6911,0.0572,0.0612,0.0619
6912,0.0537,0.0557,0.0573
6913,0.0574,0.0532,0.055
6914,0.0502,0.0485,0.0504
6915,0.051,0.0468,0.0486
6916,0.0501,0.0457,0.0474
6917,0.0497,0.0456,0.0473
6918,0.0498,0.0519,0.0537
6919,0.0512,0.0527,0.0545
6920,0.0523,0.0396,0.0398
6921,0.0506,0.0207,0.0183
6922,0.0428,0.0105,0.0077
6923,0.0421,0.0129,0.0093
6924,0.0419,0.017,0.0131
6925,0.0418,0.0155,0.0123
6926,0.0423,0.0141,0.0096
6927,0.044,0.0147,0.0099
6928,0.095,0.0142,0.0105
6929,0.1155,0.0247,0.0213
6930,0.1604,0.0403,0.0396
6931,0.1194,0.069,0.07
6932,0.1157,0.0747,0.0758
6933,0.0665,0.0836,0.0836
6934,0.0623,0.0768,0.0758
6935,0.0572,0.0612,0.0619
6936,0.0537,0.0557,0.0573
6937,0.0574,0.0532,0.055
6938,0.0502,0.0485,0.0504
6939,0.051,0.0468,0.0486
6940,0.0501,0.0457,0.0474
6941,0.0497,0.0456,0.0473
6942,0.0498,0.0519,0.0537
6943,0.0512,0.0527,0.0545
6944,0.0523,0.0396,0.0398
6945,0.0506,0.0207,0.0183
6946,0.0428,0.0105,0.0077
6947,0.0421,0.0129,0.0093
6948,0.0419,0.017,0.0131
6949,0.0418,0.0155,0.0123
6950,0.0423,0.0141,0.0096
6951,0.044,0.0147,0.0099
6952,0.095,0.0142,0.0105
6953,0.1155,0.0247,0.0213
6954,0.1604,0.0403,0.0396
6955,0.1194,0.069,0.07
6956,0.1157,0.0747,0.0758
6957,0.0665,0.0836,0.0836
6958,0.0623,0.0768,0.0758
6959,0.0572,0.0612,0.0619
6960,0.0537,0.0557,0.0573
6961,0.0574,0.0532,0.055
6962,0.0502,0.0485,0.0504
6963,0.051,0.0468,0.0486
6964,0.0501,0.0457,0.0474
6965,0.0497,0.0456,0.0473
6966,0.0498,0.0519,0.0537
6967,0.0512,0.0527,0.0545
6968,0.0523,0.0396,0.0398
6969,0.0506,0.0207,0.0183
6970,0.0428,0.0105,0.0077
6971,0.0421,0.0129,0.0093
6972,0.0419,0.017,0.0131
6973,0.0418,0.0155,0.0123
6974,0.0423,0.0141,0.0096
6975,0.044,0.0147,0.0099
6976,0.095,0.0142,0.0105
6977,0.1155,0.0247,0.0213
6978,0.1604,0.0403,0.0396
6979,0.1194,0.069,0.07
6980,0.1157,0.0747,0.0758
6981,0.0665,0.0836,0.0836
6982,0.0623,0.0768,0.0758
6983,0.0572,0.0612,0.0619
6984,0.0537,0.0557,0.0573
6985,0.0574,0.0532,0.055
6986,0.0502,0.0485,0.0504
6987,0.051,0.0468,0.0486
6988,0.0501,0.0457,0.0474
6989,0.0497,0.0456,0.0473
6990,0.0498,0.0519,0.0537
6991,0.0512,0.0527,0.0545
6992,0.0523,0.0396,0.0398
6993,0.0506,0.0207,0.0183
6994,0.0428,0.0105,0.0077
6995,0.0421,0.0129,0.0093
6996,0.0419,0.017,0.0131
6997,0.0418,0.0155,0.0123
6998,0.0423,0.0141,0.0096
6999,0.044,0.0147,0.0099
7000,0.095,0.0142,0.0105
7001,0.1155,0.0247,0.0213
7002,0.1604,0.0403,0.0396
7003,0.1194,0.069,0.07
7004,0.1157,0.0747,0.0758
7005,0.0665,0.0836,0.0836
7006,0.0623,0.0768,0.0758
7007,0.0572,0.0612,0.0619
7008,0.0537,0.0557,0.0573
7009,0.0574,0.0532,0.055
7010,0.0502,0.0485,0.0504
7011,0.051,0.0468,0.0486
7012,0.0501,0.0457,0.0474
7013,0.0497,0.0456,0.0473
7014,0.0498,0.0519,0.0537
7015,0.0512,0.0527,0.0545
7016,0.0523,0.0396,0.0398
7017,0.0506,0.0207,0.0183
7018,0.0428,0.0105,0.0077
7019,0.0421,0.0129,0.0093
7020,0.0419,0.017,0.0131
7021,0.0418,0.0155,0.0123
7022,0.0423,0.0141,0.0096
7023,0.044,0.0147,0.0099
7024,0.095,0.0142,0.0105
7025,0.1155,0.0247,0.0213
7026,0.1604,0.0403,0.0396
7027,0.1194,0.069,0.07
7028,0.1157,0.0747,0.0758
7029,0.0665,0.0836,0.0836
7030,0.0623,0.0768,0.0758
7031,0.0572,0.0612,0.0619
7032,0.0537,0.0557,0.0573
7033,0.0574,0.0532,0.055
7034,0.0502,0.0485,0.0504
7035,0.051,0.0468,0.0486
7036,0.0501,0.0457,0.0474
7037,0.0497,0.0456,0.0473
7038,0.0498,0.0519,0.0537
7039,0.0512,0.0527,0.0545
7040,0.0523,0.0396,0.0398
7041,0.0506,0.0207,0.0183
7042,0.0428,0.0105,0.0077
7043,0.0421,0.0129,0.0093
7044,0.0419,0.017,0.0131
7045,0.0418,0.0155,0.0123
7046,0.0423,0.0141,0.0096
7047,0.044,0.0147,0.0099
7048,0.095,0.0142,0.0105
7049,0.1155,0.0247,0.0213
7050,0.1604,0.0403,0.0396
7051,0.1194,0.069,0.07
7052,0.1157,0.0747,0.0758
7053,0.0665,0.0836,0.0836
7054,0.0623,0.0768,0.0758
7055,0.0572,0.0612,0.0619
7056,0.0537,0.0557,0.0573
7057,0.0574,0.0532,0.055
7058,0.0502,0.0485,0.0504
7059,0.051,0.0468,0.0486
7060,0.0501,0.0457,0.0474
7061,0.0497,0.0456,0.0473
7062,0.0498,0.0519,0.0537
7063,0.0512,0.0527,0.0545
7064,0.0523,0.0396,0.0398
7065,0.0506,0.0207,0.0183
7066,0.0428,0.0105,0.0077
7067,0.0421,0.0129,0.0093
7068,0.0419,0.017,0.0131
7069,0.0418,0.0155,0.0123
7070,0.0423,0.0141,0.0096
7071,0.044,0.0147,0.0099
7072,0.095,0.0142,0.0105
7073,0.1155,0.0247,0.0213
7074,0.1604,0.0403,0.0396
7075,0.1194,0.069,0.07
7076,0.1157,0.0747,0.0758
7077,0.0665,0.0836,0.0836
7078,0.0623,0.0768,0.0758
7079,0.0572,0.0612,0.0619
7080,0.0537,0.0557,0.0573
7081,0.0574,0.0532,0.055
7082,0.0502,0.0485,0.0504
7083,0.051,0.0468,0.0486
7084,0.0501,0.0457,0.0474
7085,0.0497,0.0456,0.0473
7086,0.0498,0.0519,0.0537
7087,0.0512,0.0527,0.0545
7088,0.0523,0.0396,0.0398
7089,0.0506,0.0207,0.0183
7090,0.0428,0.0105,0.0077
7091,0.0421,0.0129,0.0093
7092,0.0419,0.017,0.0131
7093,0.0418,0.0155,0.0123
7094,0.0423,0.0141,0.0096
7095,0.044,0.0147,0.0099
7096,0.095,0.0142,0.0105
7097,0.1155,0.0247,0.0213
7098,0.1604,0.0403,0.0396
7099,0.1194,0.069,0.07
7100,0.1157,0.0747,0.0758
7101,0.0665,0.0836,0.0836
7102,0.0623,0.0768,0.0758
7103,0.0572,0.0612,0.0619
7104,0.0537,0.0557,0.0573
7105,0.0574,0.0532,0.055
7106,0.0502,0.0485,0.0504
7107,0.051,0.0468,0.0486
7108,0.0501,0.0457,0.0474
7109,0.0497,0.0456,0.0473
7110,0.0498,0.0519,0.0537
7111,0.0512,0.0527,0.0545
7112,0.0523,0.0396,0.0398
7113,0.0506,0.0207,0.0183
7114,0.0428,0.0105,0.0077
7115,0.0421,0.0129,0.0093
7116,0.0419,0.017,0.0131
7117,0.0418,0.0155,0.0123
7118,0.0423,0.0141,0.0096
7119,0.044,0.0147,0.0099
7120,0.095,0.0142,0.0105
7121,0.1155,0.0247,0.0213
7122,0.1604,0.0403,0.0396
7123,0.1194,0.069,0.07
7124,0.1157,0.0747,0.0758
7125,0.0665,0.0836,0.0836
7126,0.0623,0.0768,0.0758
7127,0.0572,0.0612,0.0619
7128,0.0537,0.0557,0.0573
7129,0.0574,0.0532,0.055
7130,0.0502,0.0485,0.0504
7131,0.051,0.0468,0.0486
7132,0.0501,0.0457,0.0474
7133,0.0497,0.0456,0.0473
7134,0.0498,0.0519,0.0537
7135,0.0512,0.0527,0.0545
7136,0.0523,0.0396,0.0398
7137,0.0506,0.0207,0.0183
7138,0.0428,0.0105,0.0077
7139,0.0421,0.0129,0.0093
7140,0.0419,0.017,0.0131
7141,0.0418,0.0155,0.0123
7142,0.0423,0.0141,0.0096
7143,0.044,0.0147,0.0099
7144,0.095,0.0142,0.0105
7145,0.1155,0.0247,0.0213
7146,0.1604,0.0403,0.0396
7147,0.1194,0.069,0.07
7148,0.1157,0.0747,0.0758
7149,0.0665,0.0836,0.0836
7150,0.0623,0.0768,0.0758
7151,0.0572,0.0612,0.0619
7152,0.0537,0.0557,0.0573
7153,0.0574,0.0532,0.055
7154,0.0502,0.0485,0.0504
7155,0.051,0.0468,0.0486
7156,0.0501,0.0457,0.0474
7157,0.0497,0.0456,0.0473
7158,0.0498,0.0519,0.0537
7159,0.0512,0.0527,0.0545
7160,0.0523,0.0396,0.0398
7161,0.0506,0.0207,0.0183
7162,0.0428,0.0105,0.0077
7163,0.0421,0.0129,0.0093
7164,0.0419,0.017,0.0131
7165,0.0418,0.0155,0.0123
7166,0.0423,0.0141,0.0096
7167,0.044,0.0147,0.0099
7168,0.095,0.0142,0.0105
7169,0.1155,0.0247,0.0213
7170,0.1604,0.0403,0.0396
7171,0.1194,0.069,0.07
7172,0.1157,0.0747,0.0758
7173,0.0665,0.0836,0.0836
7174,0.0623,0.0768,0.0758
7175,0.0572,0.0612,0.0619
7176,0.0537,0.0557,0.0573
7177,0.0574,0.0532,0.055
7178,0.0502,0.0485,0.0504
7179,0.051,0.0468,0.0486
7180,0.0501,0.0457,0.0474
7181,0.0497,0.0456,0.0473
7182,0.0498,0.0519,0.0537
7183,0.0512,0.0527,0.0545
7184,0.0523,0.0396,0.0398
7185,0.0506,0.0207,0.0183
7186,0.0428,0.0105,0.0077
7187,0.0421,0.0129,0.0093
7188,0.0419,0.017,0.0131
7189,0.0418,0.0155,0.0123
7190,0.0423,0.0141,0.0096
7191,0.044,0.0147,0.0099
7192,0.095,0.0142,0.0105
7193,0.1155,0.0247,0.0213
7194,0.1604,0.0403,0.0396
7195,0.1194,0.069,0.07
7196,0.1157,0.0747,0.0758
7197,0.0665,0.0836,0.0836
7198,0.0623,0.0768,0.0758
7199,0.0572,0.0612,0.0619
7200,0.0537,0.0557,0.0573
7201,0.0574,0.0532,0.055
7202,0.0502,0.0485,0.0504
7203,0.051,0.0468,0.0486
7204,0.0501,0.0457,0.0474
7205,0.0497,0.0456,0.0473
7206,0.0498,0.0519,0.0537
7207,0.0512,0.0527,0.0545
7208,0.0523,0.0396,0.0398
7209,0.0506,0.0207,0.0183
7210,0.0428,0.0105,0.0077
7211,0.0421,0.0129,0.0093
7212,0.0419,0.017,0.0131
7213,0.0418,0.0155,0.0123
7214,0.0423,0.0141,0.0096
7215,0.044,0.0147,0.0099
7216,0.095,0.0142,0.0105
7217,0.1155,0.0247,0.0213
7218,0.1604,0.0403,0.0396
7219,0.1194,0.069,0.07
7220,0.1157,0.0747,0.0758
7221,0.0665,0.0836,0.0836
7222,0.0623,0.0768,0.0758
7223,0.0572,0.0612,0.0619
7224,0.0537,0.0557,0.0573
7225,0.0574,0.0532,0.055
7226,0.0502,0.0485,0.0504
7227,0.051,0.0468,0.0486
7228,0.0501,0.0457,0.0474
7229,0.0497,0.0456,0.0473
7230,0.0498,0.0519,0.0537
7231,0.0512,0.0527,0.0545
7232,0.0523,0.0396,0.0398
7233,0.0506,0.0207,0.0183
7234,0.0428,0.0105,0.0077
7235,0.0421,0.0129,0.0093
7236,0.0419,0.017,0.0131
7237,0.0418,0.0155,0.0123
7238,0.0423,0.0141,0.0096
7239,0.044,0.0147,0.0099
7240,0.095,0.0142,0.0105
7241,0.1155,0.0247,0.0213
7242,0.1604,0.0403,0.0396
7243,0.1194,0.069,0.07
7244,0.1157,0.0747,0.0758
7245,0.0665,0.0836,0.0836
7246,0.0623,0.0768,0.0758
7247,0.0572,0.0612,0.0619
7248,0.0537,0.0557,0.0573
7249,0.0574,0.0532,0.055
7250,0.0502,0.0485,0.0504
7251,0.051,0.0468,0.0486
7252,0.0501,0.0457,0.0474
7253,0.0497,0.0456,0.0473
7254,0.0498,0.0519,0.0537
7255,0.0512,0.0527,0.0545
7256,0.0523,0.0396,0.0398
7257,0.0506,0.0207,0.0183
7258,0.0428,0.0105,0.0077
7259,0.0421,0.0129,0.0093
7260,0.0419,0.017,0.0131
7261,0.0418,0.0155,0.0123
7262,0.0423,0.0141,0.0096
7263,0.044,0.0147,0.0099
7264,0.095,0.0142,0.0105
7265,0.1155,0.0247,0.0213
7266,0.1604,0.0403,0.0396
7267,0.1194,0.069,0.07
7268,0.1157,0.0747,0.0758
7269,0.0665,0.0836,0.0836
7270,0.0623,0.0768,0.0758
7271,0.0572,0.0612,0.0619
7272,0.0537,0.0557,0.0573
7273,0.0574,0.0532,0.055
7274,0.0502,0.0485,0.0504
7275,0.051,0.0468,0.0486
7276,0.0501,0.0457,0.0474
7277,0.0497,0.0456,0.0473
7278,0.0498,0.0519,0.0537
7279,0.0512,0.0527,0.0545
7280,0.0523,0.0396,0.0398
7281,0.0506,0.0207,0.0183
7282,0.0428,0.0105,0.0077
7283,0.0421,0.0129,0.0093
7284,0.0419,0.017,0.0131
7285,0.0418,0.0155,0.0123
7286,0.0423,0.0141,0.0096
7287,0.044,0.0147,0.0099
7288,0.095,0.0142,0.0105
7289,0.1155,0.0247,0.0213
7290,0.1604,0.0403,0.0396
7291,0.1194,0.069,0.07
7292,0.1157,0.0747,0.0758
7293,0.0665,0.0836,0.0836
7294,0.0623,0.0768,0.0758
7295,0.0572,0.0612,0.0619
7296,0.0537,0.0557,0.0573
7297,0.0539,0.0529,0.0547
7298,0.0562,0.0477,0.0493
7299,0.0536,0.0495,0.0512
7300,0.0533,0.0504,0.0522
7301,0.0539,0.0506,0.0523
7302,0.0569,0.0494,0.0511
7303,0.059,0.0499,0.0513
7304,0.0617,0.0472,0.0474
7305,0.0496,0.0341,0.0317
7306,0.047,0.0303,0.0267
7307,0.043,0.0335,0.0282
7308,0.0384,0.0375,0.0306
7309,0.0393,0.0377,0.03
7310,0.0403,0.0383,0.0293
7311,0.0429,0.0567,0.0299
7312,0.0679,0.0669,0.0335
7313,0.0657,0.0844,0.0456
7314,0.068,0.0832,0.2795
7315,0.0694,0.0898,0.2903
7316,0.0662,0.0782,0.1915
7317,0.0641,0.0843,0.0861
7318,0.0608,0.0808,0.0749
7319,0.0593,0.0696,0.0686
7320,0.0562,0.0572,0.0581
7321,0.0539,0.0529,0.0547
7322,0.0562,0.0477,0.0493
7323,0.0536,0.0495,0.0512
7324,0.0533,0.0504,0.0522
7325,0.0539,0.0506,0.0523
7326,0.0569,0.0494,0.0511
7327,0.059,0.0499,0.0513
7328,0.0617,0.0472,0.0474
7329,0.0496,0.0341,0.0317
7330,0.047,0.0303,0.0267
7331,0.043,0.0335,0.0282
7332,0.0384,0.0375,0.0306
7333,0.0393,0.0377,0.03
7334,0.0403,0.0383,0.0293
7335,0.0429,0.0567,0.0299
7336,0.0679,0.0669,0.0335
7337,0.0657,0.0844,0.0456
7338,0.068,0.0832,0.2795
7339,0.0694,0.0898,0.2903
7340,0.0662,0.0782,0.1915
7341,0.0641,0.0843,0.0861
7342,0.0608,0.0808,0.0749
7343,0.0593,0.0696,0.0686
7344,0.0562,0.0572,0.0581
7345,0.0539,0.0529,0.0547
7346,0.0562,0.0477,0.0493
7347,0.0536,0.0495,0.0512
7348,0.0533,0.0504,0.0522
7349,0.0539,0.0506,0.0523
7350,0.0569,0.0494,0.0511
7351,0.059,0.0499,0.0513
7352,0.0617,0.0472,0.0474
7353,0.0496,0.0341,0.0317
7354,0.047,0.0303,0.0267
7355,0.043,0.0335,0.0282
7356,0.0384,0.0375,0.0306
7357,0.0393,0.0377,0.03
7358,0.0403,0.0383,0.0293
7359,0.0429,0.0567,0.0299
7360,0.0679,0.0669,0.0335
7361,0.0657,0.0844,0.0456
7362,0.068,0.0832,0.2795
7363,0.0694,0.0898,0.2903
7364,0.0662,0.0782,0.1915
7365,0.0641,0.0843,0.0861
7366,0.0608,0.0808,0.0749
7367,0.0593,0.0696,0.0686
7368,0.0562,0.0572,0.0581
7369,0.0539,0.0529,0.0547
7370,0.0562,0.0477,0.0493
7371,0.0536,0.0495,0.0512
7372,0.0533,0.0504,0.0522
7373,0.0539,0.0506,0.0523
7374,0.0569,0.0494,0.0511
7375,0.059,0.0499,0.0513
7376,0.0617,0.0472,0.0474
7377,0.0496,0.0341,0.0317
7378,0.047,0.0303,0.0267
7379,0.043,0.0335,0.0282
7380,0.0384,0.0375,0.0306
7381,0.0393,0.0377,0.03
7382,0.0403,0.0383,0.0293
7383,0.0429,0.0567,0.0299
7384,0.0679,0.0669,0.0335
7385,0.0657,0.0844,0.0456
7386,0.068,0.0832,0.2795
7387,0.0694,0.0898,0.2903
7388,0.0662,0.0782,0.1915
