,pge_ecr,sce_ecr,sdge_ecr
1788,0.0185,0.0247,0.0249
1789,0.0175,0.0249,0.025
1790,0.0182,0.0261,0.0265
1791,0.0172,0.026,0.0263
1792,0.022,0.0353,0.036
1793,0.0342,0.0578,0.0592
1794,0.0555,0.0621,0.0625
1795,0.0652,0.0687,0.0645
1796,0.0748,0.069,0.0644
1797,0.0741,0.0667,0.0639
1798,0.0644,0.0638,0.0623
1799,0.0561,0.0592,0.0601
1800,0.0504,0.0585,0.0605
1801,0.0514,0.0539,0.0558
1802,0.048,0.054,0.056
1803,0.0497,0.0537,0.0558
1804,0.0504,0.053,0.055
1805,0.0498,0.0527,0.0548
1806,0.0524,0.0526,0.0546
1807,0.0526,0.0532,0.0551
1808,0.0529,0.0524,0.054
1809,0.047,0.0395,0.0403
1810,0.0267,0.0265,0.0267
1811,0.0171,0.0245,0.0246
1812,0.0185,0.0247,0.0249
1813,0.0175,0.0249,0.025
1814,0.0182,0.0261,0.0265
1815,0.0172,0.026,0.0263
1816,0.022,0.0353,0.036
1817,0.0342,0.0578,0.0592
1818,0.0555,0.0621,0.0625
1819,0.0652,0.0687,0.0645
1820,0.0748,0.069,0.0644
1821,0.0741,0.0667,0.0639
1822,0.0644,0.0638,0.0623
1823,0.0561,0.0592,0.0601
1824,0.0504,0.0585,0.0605
1825,0.0514,0.0539,0.0558
1826,0.048,0.054,0.056
1827,0.0497,0.0537,0.0558
1828,0.0504,0.053,0.055
1829,0.0498,0.0527,0.0548
1830,0.0524,0.0526,0.0546
1831,0.0526,0.0532,0.0551
1832,0.0529,0.0524,0.054
1833,0.047,0.0395,0.0403
1834,0.0267,0.0265,0.0267
1835,0.0171,0.0245,0.0246
1836,0.0185,0.0247,0.0249
1837,0.0175,0.0249,0.025
1838,0.0182,0.0261,0.0265
1839,0.0172,0.026,0.0263
1840,0.022,0.0353,0.036
1841,0.0342,0.0578,0.0592
1842,0.0555,0.0621,0.0625
1843,0.0652,0.0687,0.0645
1844,0.0748,0.069,0.0644
1845,0.0741,0.0667,0.0639
1846,0.0644,0.0638,0.0623
1847,0.0561,0.0592,0.0601
1848,0.0504,0.0585,0.0605
1849,0.0514,0.0539,0.0558
1850,0.048,0.054,0.056
1851,0.0497,0.0537,0.0558
1852,0.0504,0.053,0.055
1853,0.0498,0.0527,0.0548
1854,0.0524,0.0526,0.0546
1855,0.0526,0.0532,0.0551
1856,0.0529,0.0524,0.054
1857,0.047,0.0395,0.0403
1858,0.0267,0.0265,0.0267
1859,0.0171,0.0245,0.0246
1860,0.0185,0.0247,0.0249
1861,0.0175,0.0249,0.025
1862,0.0182,0.0261,0.0265
1863,0.0172,0.026,0.0263
1864,0.022,0.0353,0.036
1865,0.0342,0.0578,0.0592
1866,0.0555,0.0621,0.0625
1867,0.0652,0.0687,0.0645
1868,0.0748,0.069,0.0644
1869,0.0741,0.0667,0.0639
1870,0.0644,0.0638,0.0623
1871,0.0561,0.0592,0.0601
1872,0.0504,0.0585,0.0605
1873,0.0514,0.0539,0.0558
1874,0.048,0.054,0.056
1875,0.0497,0.0537,0.0558
1876,0.0504,0.053,0.055
1877,0.0498,0.0527,0.0548
1878,0.0524,0.0526,0.0546
1879,0.0526,0.0532,0.0551
1880,0.0529,0.0524,0.054
1881,0.047,0.0395,0.0403
1882,0.0267,0.0265,0.0267
1883,0.0171,0.0245,0.0246
1884,0.0185,0.0247,0.0249
1885,0.0175,0.0249,0.025
1886,0.0182,0.0261,0.0265
1887,0.0172,0.026,0.0263
1888,0.022,0.0353,0.036
1889,0.0342,0.0578,0.0592
1890,0.0555,0.0621,0.0625
1891,0.0652,0.0687,0.0645
1892,0.0748,0.069,0.0644
1893,0.0741,0.0667,0.0639
1894,0.0644,0.0638,0.0623
1895,0.0561,0.0592,0.0601
1896,0.0504,0.0585,0.0605
1897,0.0514,0.0539,0.0558
1898,0.048,0.054,0.056
1899,0.0497,0.0537,0.0558
1900,0.0504,0.053,0.055
1901,0.0498,0.0527,0.0548
1902,0.0524,0.0526,0.0546
1903,0.0526,0.0532,0.0551
1904,0.0529,0.0524,0.054
1905,0.047,0.0395,0.0403
1906,0.0267,0.0265,0.0267
1907,0.0171,0.0245,0.0246
1908,0.0185,0.0247,0.0249
1909,0.0175,0.0249,0.025
1910,0.0182,0.0261,0.0265
1911,0.0172,0.026,0.0263
1912,0.022,0.0353,0.036
1913,0.0342,0.0578,0.0592
1914,0.0555,0.0621,0.0625
1915,0.0652,0.0687,0.0645
1916,0.0748,0.069,0.0644
1917,0.0741,0.0667,0.0639
1918,0.0644,0.0638,0.0623
1919,0.0561,0.0592,0.0601
1920,0.0504,0.0585,0.0605
1921,0.0514,0.0539,0.0558
1922,0.048,0.054,0.056
1923,0.0497,0.0537,0.0558
1924,0.0504,0.053,0.055
1925,0.0498,0.0527,0.0548
1926,0.0524,0.0526,0.0546
1927,0.0526,0.0532,0.0551
1928,0.0529,0.0524,0.054
1929,0.047,0.0395,0.0403
1930,0.0267,0.0265,0.0267
1931,0.0171,0.0245,0.0246
1932,0.0185,0.0247,0.0249
1933,0.0175,0.0249,0.025
1934,0.0182,0.0261,0.0265
1935,0.0172,0.026,0.0263
1936,0.022,0.0353,0.036
1937,0.0342,0.0578,0.0592
1938,0.0555,0.0621,0.0625
1939,0.0652,0.0687,0.0645
1940,0.0748,0.069,0.0644
1941,0.0741,0.0667,0.0639
1942,0.0644,0.0638,0.0623
1943,0.0561,0.0592,0.0601
1944,0.0504,0.0585,0.0605
1945,0.0514,0.0539,0.0558
1946,0.048,0.054,0.056
1947,0.0497,0.0537,0.0558
1948,0.0504,0.053,0.055
1949,0.0498,0.0527,0.0548
1950,0.0524,0.0526,0.0546
1951,0.0526,0.0532,0.0551
1952,0.0529,0.0524,0.054
1953,0.047,0.0395,0.0403
1954,0.0267,0.0265,0.0267
1955,0.0171,0.0245,0.0246
1956,0.0185,0.0247,0.0249
1957,0.0175,0.0249,0.025
1958,0.0182,0.0261,0.0265
1959,0.0172,0.026,0.0263
1960,0.022,0.0353,0.036
1961,0.0342,0.0578,0.0592
1962,0.0555,0.0621,0.0625
1963,0.0652,0.0687,0.0645
1964,0.0748,0.069,0.0644
1965,0.0741,0.0667,0.0639
1966,0.0644,0.0638,0.0623
1967,0.0561,0.0592,0.0601
1968,0.0504,0.0585,0.0605
1969,0.0514,0.0539,0.0558
1970,0.048,0.054,0.056
1971,0.0497,0.0537,0.0558
1972,0.0504,0.053,0.055
1973,0.0498,0.0527,0.0548
1974,0.0524,0.0526,0.0546
1975,0.0526,0.0532,0.0551
1976,0.0529,0.0524,0.054
1977,0.047,0.0395,0.0403
1978,0.0267,0.0265,0.0267
1979,0.0171,0.0245,0.0246
1980,0.0185,0.0247,0.0249
1981,0.0175,0.0249,0.025
1982,0.0182,0.0261,0.0265
1983,0.0172,0.026,0.0263
1984,0.022,0.0353,0.036
1985,0.0342,0.0578,0.0592
1986,0.0555,0.0621,0.0625
1987,0.0652,0.0687,0.0645
1988,0.0748,0.069,0.0644
1989,0.0741,0.0667,0.0639
1990,0.0644,0.0638,0.0623
1991,0.0561,0.0592,0.0601
1992,0.0504,0.0585,0.0605
1993,0.0514,0.0539,0.0558
1994,0.048,0.054,0.056
1995,0.0497,0.0537,0.0558
1996,0.0504,0.053,0.055
1997,0.0498,0.0527,0.0548
1998,0.0524,0.0526,0.0546
1999,0.0526,0.0532,0.0551
2000,0.0529,0.0524,0.054
2001,0.047,0.0395,0.0403
2002,0.0267,0.0265,0.0267
2003,0.0171,0.0245,0.0246
2004,0.0185,0.0247,0.0249
2005,0.0175,0.0249,0.025
2006,0.0182,0.0261,0.0265
2007,0.0172,0.026,0.0263
2008,0.022,0.0353,0.036
2009,0.0342,0.0578,0.0592
2010,0.0555,0.0621,0.0625
2011,0.0652,0.0687,0.0645
2012,0.0748,0.069,0.0644
2013,0.0741,0.0667,0.0639
2014,0.0644,0.0638,0.0623
2015,0.0561,0.0592,0.0601
2016,0.0504,0.0585,0.0605
2017,0.0514,0.0539,0.0558
2018,0.048,0.054,0.056
2019,0.0497,0.0537,0.0558
2020,0.0504,0.053,0.055
2021,0.0498,0.0527,0.0548
2022,0.0524,0.0526,0.0546
2023,0.0526,0.0532,0.0551
2024,0.0529,0.0524,0.054
2025,0.047,0.0395,0.0403
2026,0.0267,0.0265,0.0267
2027,0.0171,0.0245,0.0246
2028,0.0185,0.0247,0.0249
2029,0.0175,0.0249,0.025
2030,0.0182,0.0261,0.0265
2031,0.0172,0.026,0.0263
2032,0.022,0.0353,0.036
2033,0.0342,0.0578,0.0592
2034,0.0555,0.0621,0.0625
2035,0.0652,0.0687,0.0645
2036,0.0748,0.069,0.0644
2037,0.0741,0.0667,0.0639
2038,0.0644,0.0638,0.0623
2039,0.0561,0.0592,0.0601
2040,0.0504,0.0585,0.0605
2041,0.0514,0.0539,0.0558
2042,0.048,0.054,0.056
2043,0.0497,0.0537,0.0558
2044,0.0504,0.053,0.055
2045,0.0498,0.0527,0.0548
2046,0.0524,0.0526,0.0546
2047,0.0526,0.0532,0.0551
2048,0.0529,0.0524,0.054
2049,0.047,0.0395,0.0403
2050,0.0267,0.0265,0.0267
2051,0.0171,0.0245,0.0246
2052,0.0185,0.0247,0.0249
2053,0.0175,0.0249,0.025
2054,0.0182,0.0261,0.0265
2055,0.0172,0.026,0.0263
2056,0.022,0.0353,0.036
2057,0.0342,0.0578,0.0592
2058,0.0555,0.0621,0.0625
2059,0.0652,0.0687,0.0645
2060,0.0748,0.069,0.0644
2061,0.0741,0.0667,0.0639
2062,0.0644,0.0638,0.0623
2063,0.0561,0.0592,0.0601
2064,0.0504,0.0585,0.0605
2065,0.0514,0.0539,0.0558
2066,0.048,0.054,0.056
2067,0.0497,0.0537,0.0558
2068,0.0504,0.053,0.055
2069,0.0498,0.0527,0.0548
2070,0.0524,0.0526,0.0546
2071,0.0526,0.0532,0.0551
2072,0.0529,0.0524,0.054
2073,0.047,0.0395,0.0403
2074,0.0267,0.0265,0.0267
2075,0.0171,0.0245,0.0246
2076,0.0185,0.0247,0.0249
2077,0.0175,0.0249,0.025
2078,0.0182,0.0261,0.0265
2079,0.0172,0.026,0.0263
2080,0.022,0.0353,0.036
2081,0.0342,0.0578,0.0592
2082,0.0555,0.0621,0.0625
2083,0.0652,0.0687,0.0645
2084,0.0748,0.069,0.0644
2085,0.0741,0.0667,0.0639
2086,0.0644,0.0638,0.0623
2087,0.0561,0.0592,0.0601
2088,0.0504,0.0585,0.0605
2089,0.0514,0.0539,0.0558
2090,0.048,0.054,0.056
2091,0.0497,0.0537,0.0558
2092,0.0504,0.053,0.055
2093,0.0498,0.0527,0.0548
2094,0.0524,0.0526,0.0546
2095,0.0526,0.0532,0.0551
2096,0.0529,0.0524,0.054
2097,0.047,0.0395,0.0403
2098,0.0267,0.0265,0.0267
2099,0.0171,0.0245,0.0246
2100,0.0185,0.0247,0.0249
2101,0.0175,0.0249,0.025
2102,0.0182,0.0261,0.0265
2103,0.0172,0.026,0.0263
2104,0.022,0.0353,0.036
2105,0.0342,0.0578,0.0592
2106,0.0555,0.0621,0.0625
2107,0.0652,0.0687,0.0645
2108,0.0748,0.069,0.0644
2109,0.0741,0.0667,0.0639
2110,0.0644,0.0638,0.0623
2111,0.0561,0.0592,0.0601
2112,0.0504,0.0585,0.0605
2113,0.0514,0.0539,0.0558
2114,0.048,0.054,0.056
2115,0.0497,0.0537,0.0558
2116,0.0504,0.053,0.055
2117,0.0498,0.0527,0.0548
2118,0.0524,0.0526,0.0546
2119,0.0526,0.0532,0.0551
2120,0.0529,0.0524,0.054
2121,0.047,0.0395,0.0403
2122,0.0267,0.0265,0.0267
2123,0.0171,0.0245,0.0246
2124,0.0185,0.0247,0.0249
2125,0.0175,0.0249,0.025
2126,0.0182,0.0261,0.0265
2127,0.0172,0.026,0.0263
2128,0.022,0.0353,0.036
2129,0.0342,0.0578,0.0592
2130,0.0555,0.0621,0.0625
2131,0.0652,0.0687,0.0645
2132,0.0748,0.069,0.0644
2133,0.0741,0.0667,0.0639
2134,0.0644,0.0638,0.0623
2135,0.0561,0.0592,0.0601
2136,0.0504,0.0585,0.0605
2137,0.0514,0.0539,0.0558
2138,0.048,0.054,0.056
2139,0.0497,0.0537,0.0558
2140,0.0504,0.053,0.055
2141,0.0498,0.0527,0.0548
2142,0.0524,0.0526,0.0546
2143,0.0526,0.0532,0.0551
2144,0.0529,0.0524,0.054
2145,0.047,0.0395,0.0403
2146,0.0267,0.0265,0.0267
2147,0.0171,0.0245,0.0246
2148,0.0185,0.0247,0.0249
2149,0.0175,0.0249,0.025
2150,0.0182,0.0261,0.0265
2151,0.0172,0.026,0.0263
2152,0.022,0.0353,0.036
2153,0.0342,0.0578,0.0592
2154,0.0555,0.0621,0.0625
2155,0.0652,0.0687,0.0645
2156,0.0748,0.069,0.0644
2157,0.0741,0.0667,0.0639
2158,0.0644,0.0638,0.0623
2159,0.0561,0.0592,0.0601
2160,0.0504,0.0585,0.0605
2161,0.0522,0.0543,0.0563
2162,0.0469,0.0541,0.0562
2163,0.0481,0.0532,0.0553
2164,0.0473,0.053,0.0551
2165,0.0477,0.0537,0.0558
2166,0.0488,0.0545,0.0565
2167,0.0496,0.055,0.0568
2168,0.0397,0.0594,0.0607
2169,0.0142,0.0452,0.0452
2170,0.0089,0.0279,0.0275
2171,0.0109,0.0262,0.0258
2172,0.0083,0.0275,0.0271
2173,0.0045,0.027,0.0267
2174,0.0025,0.0274,0.0268
2175,0.0014,0.0286,0.028
2176,0.0014,0.044,0.044
2177,0.0064,0.0647,0.0655
2178,0.0233,0.0612,0.061
2179,0.0639,0.0679,0.0626
2180,0.0719,0.0684,0.0628
2181,0.09,0.0663,0.0616
2182,0.0675,0.0615,0.0601
2183,0.0589,0.0581,0.0589
2184,0.0559,0.0562,0.0581
2185,0.0522,0.0543,0.0563
2186,0.0469,0.0541,0.0562
2187,0.0481,0.0532,0.0553
2188,0.0473,0.053,0.0551
2189,0.0477,0.0537,0.0558
2190,0.0488,0.0545,0.0565
2191,0.0496,0.055,0.0568
2192,0.0397,0.0594,0.0607
2193,0.0142,0.0452,0.0452
2194,0.0089,0.0279,0.0275
2195,0.0109,0.0262,0.0258
2196,0.0083,0.0275,0.0271
2197,0.0045,0.027,0.0267
2198,0.0025,0.0274,0.0268
2199,0.0014,0.0286,0.028
2200,0.0014,0.044,0.044
2201,0.0064,0.0647,0.0655
2202,0.0233,0.0612,0.061
2203,0.0639,0.0679,0.0626
2204,0.0719,0.0684,0.0628
2205,0.09,0.0663,0.0616
2206,0.0675,0.0615,0.0601
2207,0.0589,0.0581,0.0589
2208,0.0559,0.0562,0.0581
2209,0.0522,0.0543,0.0563
2210,0.0469,0.0541,0.0562
2211,0.0481,0.0532,0.0553
2212,0.0473,0.053,0.0551
2213,0.0477,0.0537,0.0558
2214,0.0488,0.0545,0.0565
2215,0.0496,0.055,0.0568
2216,0.0397,0.0594,0.0607
2217,0.0142,0.0452,0.0452
2218,0.0089,0.0279,0.0275
2219,0.0109,0.0262,0.0258
2220,0.0083,0.0275,0.0271
2221,0.0045,0.027,0.0267
2222,0.0025,0.0274,0.0268
2223,0.0014,0.0286,0.028
2224,0.0014,0.044,0.044
2225,0.0064,0.0647,0.0655
2226,0.0233,0.0612,0.061
2227,0.0639,0.0679,0.0626
2228,0.0719,0.0684,0.0628
2229,0.09,0.0663,0.0616
2230,0.0675,0.0615,0.0601
2231,0.0589,0.0581,0.0589
2232,0.0559,0.0562,0.0581
2233,0.0522,0.0543,0.0563
2234,0.0469,0.0541,0.0562
2235,0.0481,0.0532,0.0553
2236,0.0473,0.053,0.0551
2237,0.0477,0.0537,0.0558
2238,0.0488,0.0545,0.0565
2239,0.0496,0.055,0.0568
2240,0.0397,0.0594,0.0607
2241,0.0142,0.0452,0.0452
2242,0.0089,0.0279,0.0275
2243,0.0109,0.0262,0.0258
2244,0.0083,0.0275,0.0271
2245,0.0045,0.027,0.0267
2246,0.0025,0.0274,0.0268
2247,0.0014,0.0286,0.028
2248,0.0014,0.044,0.044
2249,0.0064,0.0647,0.0655
2250,0.0233,0.0612,0.061
2251,0.0639,0.0679,0.0626
2252,0.0719,0.0684,0.0628
2253,0.09,0.0663,0.0616
2254,0.0675,0.0615,0.0601
2255,0.0589,0.0581,0.0589
2256,0.0559,0.0562,0.0581
2257,0.0522,0.0543,0.0563
2258,0.0469,0.0541,0.0562
2259,0.0481,0.0532,0.0553
2260,0.0473,0.053,0.0551
2261,0.0477,0.0537,0.0558
2262,0.0488,0.0545,0.0565
2263,0.0496,0.055,0.0568
2264,0.0397,0.0594,0.0607
2265,0.0142,0.0452,0.0452
2266,0.0089,0.0279,0.0275
2267,0.0109,0.0262,0.0258
2268,0.0083,0.0275,0.0271
2269,0.0045,0.027,0.0267
2270,0.0025,0.0274,0.0268
2271,0.0014,0.0286,0.028
2272,0.0014,0.044,0.044
2273,0.0064,0.0647,0.0655
2274,0.0233,0.0612,0.061
2275,0.0639,0.0679,0.0626
2276,0.0719,0.0684,0.0628
2277,0.09,0.0663,0.0616
2278,0.0675,0.0615,0.0601
2279,0.0589,0.0581,0.0589
2280,0.0559,0.0562,0.0581
2281,0.0522,0.0543,0.0563
2282,0.0469,0.0541,0.0562
2283,0.0481,0.0532,0.0553
2284,0.0473,0.053,0.0551
2285,0.0477,0.0537,0.0558
2286,0.0488,0.0545,0.0565
2287,0.0496,0.055,0.0568
2288,0.0397,0.0594,0.0607
2289,0.0142,0.0452,0.0452
2290,0.0089,0.0279,0.0275
2291,0.0109,0.0262,0.0258
2292,0.0083,0.0275,0.0271
2293,0.0045,0.027,0.0267
2294,0.0025,0.0274,0.0268
2295,0.0014,0.0286,0.028
2296,0.0014,0.044,0.044
2297,0.0064,0.0647,0.0655
2298,0.0233,0.0612,0.061
2299,0.0639,0.0679,0.0626
2300,0.0719,0.0684,0.0628
2301,0.09,0.0663,0.0616
2302,0.0675,0.0615,0.0601
2303,0.0589,0.0581,0.0589
2304,0.0559,0.0562,0.0581
2305,0.0522,0.0543,0.0563
2306,0.0469,0.0541,0.0562
2307,0.0481,0.0532,0.0553
2308,0.0473,0.053,0.0551
2309,0.0477,0.0537,0.0558
2310,0.0488,0.0545,0.0565
2311,0.0496,0.055,0.0568
2312,0.0397,0.0594,0.0607
2313,0.0142,0.0452,0.0452
2314,0.0089,0.0279,0.0275
2315,0.0109,0.0262,0.0258
2316,0.0083,0.0275,0.0271
2317,0.0045,0.027,0.0267
2318,0.0025,0.0274,0.0268
2319,0.0014,0.0286,0.028
2320,0.0014,0.044,0.044
2321,0.0064,0.0647,0.0655
2322,0.0233,0.0612,0.061
2323,0.0639,0.0679,0.0626
2324,0.0719,0.0684,0.0628
2325,0.09,0.0663,0.0616
2326,0.0675,0.0615,0.0601
2327,0.0589,0.0581,0.0589
2328,0.0559,0.0562,0.0581
2329,0.0522,0.0543,0.0563
2330,0.0469,0.0541,0.0562
2331,0.0481,0.0532,0.0553
2332,0.0473,0.053,0.0551
2333,0.0477,0.0537,0.0558
2334,0.0488,0.0545,0.0565
2335,0.0496,0.055,0.0568
2336,0.0397,0.0594,0.0607
2337,0.0142,0.0452,0.0452
2338,0.0089,0.0279,0.0275
2339,0.0109,0.0262,0.0258
2340,0.0083,0.0275,0.0271
2341,0.0045,0.027,0.0267
2342,0.0025,0.0274,0.0268
2343,0.0014,0.0286,0.028
2344,0.0014,0.044,0.044
2345,0.0064,0.0647,0.0655
2346,0.0233,0.0612,0.061
2347,0.0639,0.0679,0.0626
2348,0.0719,0.0684,0.0628
2349,0.09,0.0663,0.0616
2350,0.0675,0.0615,0.0601
2351,0.0589,0.0581,0.0589
2352,0.0559,0.0562,0.0581
2353,0.0522,0.0543,0.0563
2354,0.0469,0.0541,0.0562
2355,0.0481,0.0532,0.0553
2356,0.0473,0.053,0.0551
2357,0.0477,0.0537,0.0558
2358,0.0488,0.0545,0.0565
2359,0.0496,0.055,0.0568
2360,0.0397,0.0594,0.0607
2361,0.0142,0.0452,0.0452
2362,0.0089,0.0279,0.0275
2363,0.0109,0.0262,0.0258
2364,0.0083,0.0275,0.0271
2365,0.0045,0.027,0.0267
2366,0.0025,0.0274,0.0268
2367,0.0014,0.0286,0.028
2368,0.0014,0.044,0.044
2369,0.0064,0.0647,0.0655
2370,0.0233,0.0612,0.061
2371,0.0639,0.0679,0.0626
2372,0.0719,0.0684,0.0628
2373,0.09,0.0663,0.0616
2374,0.0675,0.0615,0.0601
2375,0.0589,0.0581,0.0589
2376,0.0559,0.0562,0.0581
2377,0.0522,0.0543,0.0563
2378,0.0469,0.0541,0.0562
2379,0.0481,0.0532,0.0553
2380,0.0473,0.053,0.0551
2381,0.0477,0.0537,0.0558
2382,0.0488,0.0545,0.0565
2383,0.0496,0.055,0.0568
2384,0.0397,0.0594,0.0607
2385,0.0142,0.0452,0.0452
2386,0.0089,0.0279,0.0275
2387,0.0109,0.0262,0.0258
2388,0.0083,0.0275,0.0271
2389,0.0045,0.027,0.0267
2390,0.0025,0.0274,0.0268
2391,0.0014,0.0286,0.028
2392,0.0014,0.044,0.044
2393,0.0064,0.0647,0.0655
2394,0.0233,0.0612,0.061
2395,0.0639,0.0679,0.0626
2396,0.0719,0.0684,0.0628
2397,0.09,0.0663,0.0616
2398,0.0675,0.0615,0.0601
2399,0.0589,0.0581,0.0589
2400,0.0559,0.0562,0.0581
2401,0.0522,0.0543,0.0563
2402,0.0469,0.0541,0.0562
2403,0.0481,0.0532,0.0553
2404,0.0473,0.053,0.0551
2405,0.0477,0.0537,0.0558
2406,0.0488,0.0545,0.0565
2407,0.0496,0.055,0.0568
2408,0.0397,0.0594,0.0607
2409,0.0142,0.0452,0.0452
2410,0.0089,0.0279,0.0275
2411,0.0109,0.0262,0.0258
2412,0.0083,0.0275,0.0271
2413,0.0045,0.027,0.0267
2414,0.0025,0.0274,0.0268
2415,0.0014,0.0286,0.028
2416,0.0014,0.044,0.044
2417,0.0064,0.0647,0.0655
2418,0.0233,0.0612,0.061
2419,0.0639,0.0679,0.0626
2420,0.0719,0.0684,0.0628
2421,0.09,0.0663,0.0616
2422,0.0675,0.0615,0.0601
2423,0.0589,0.0581,0.0589
2424,0.0559,0.0562,0.0581
2425,0.0522,0.0543,0.0563
2426,0.0469,0.0541,0.0562
2427,0.0481,0.0532,0.0553
2428,0.0473,0.053,0.0551
2429,0.0477,0.0537,0.0558
2430,0.0488,0.0545,0.0565
2431,0.0496,0.055,0.0568
2432,0.0397,0.0594,0.0607
2433,0.0142,0.0452,0.0452
2434,0.0089,0.0279,0.0275
2435,0.0109,0.0262,0.0258
2436,0.0083,0.0275,0.0271
2437,0.0045,0.027,0.0267
2438,0.0025,0.0274,0.0268
2439,0.0014,0.0286,0.028
2440,0.0014,0.044,0.044
2441,0.0064,0.0647,0.0655
2442,0.0233,0.0612,0.061
2443,0.0639,0.0679,0.0626
2444,0.0719,0.0684,0.0628
2445,0.09,0.0663,0.0616
2446,0.0675,0.0615,0.0601
2447,0.0589,0.0581,0.0589
2448,0.0559,0.0562,0.0581
2449,0.0522,0.0543,0.0563
2450,0.0469,0.0541,0.0562
2451,0.0481,0.0532,0.0553
2452,0.0473,0.053,0.0551
2453,0.0477,0.0537,0.0558
2454,0.0488,0.0545,0.0565
2455,0.0496,0.055,0.0568
2456,0.0397,0.0594,0.0607
2457,0.0142,0.0452,0.0452
2458,0.0089,0.0279,0.0275
2459,0.0109,0.0262,0.0258
2460,0.0083,0.0275,0.0271
2461,0.0045,0.027,0.0267
2462,0.0025,0.0274,0.0268
2463,0.0014,0.0286,0.028
2464,0.0014,0.044,0.044
2465,0.0064,0.0647,0.0655
2466,0.0233,0.0612,0.061
2467,0.0639,0.0679,0.0626
2468,0.0719,0.0684,0.0628
2469,0.09,0.0663,0.0616
2470,0.0675,0.0615,0.0601
2471,0.0589,0.0581,0.0589
2472,0.0559,0.0562,0.0581
2473,0.0522,0.0543,0.0563
2474,0.0469,0.0541,0.0562
2475,0.0481,0.0532,0.0553
2476,0.0473,0.053,0.0551
2477,0.0477,0.0537,0.0558
2478,0.0488,0.0545,0.0565
2479,0.0496,0.055,0.0568
2480,0.0397,0.0594,0.0607
2481,0.0142,0.0452,0.0452
2482,0.0089,0.0279,0.0275
2483,0.0109,0.0262,0.0258
2484,0.0083,0.0275,0.0271
2485,0.0045,0.027,0.0267
2486,0.0025,0.0274,0.0268
2487,0.0014,0.0286,0.028
2488,0.0014,0.044,0.044
2489,0.0064,0.0647,0.0655
2490,0.0233,0.0612,0.061
2491,0.0639,0.0679,0.0626
2492,0.0719,0.0684,0.0628
2493,0.09,0.0663,0.0616
2494,0.0675,0.0615,0.0601
2495,0.0589,0.0581,0.0589
2496,0.0559,0.0562,0.0581
2497,0.0522,0.0543,0.0563
2498,0.0469,0.0541,0.0562
2499,0.0481,0.0532,0.0553
2500,0.0473,0.053,0.0551
2501,0.0477,0.0537,0.0558
2502,0.0488,0.0545,0.0565
2503,0.0496,0.055,0.0568
2504,0.0397,0.0594,0.0607
2505,0.0142,0.0452,0.0452
2506,0.0089,0.0279,0.0275
2507,0.0109,0.0262,0.0258
2508,0.0083,0.0275,0.0271
2509,0.0045,0.027,0.0267
2510,0.0025,0.0274,0.0268
2511,0.0014,0.0286,0.028
2512,0.0014,0.044,0.044
2513,0.0064,0.0647,0.0655
2514,0.0233,0.0612,0.061
2515,0.0639,0.0679,0.0626
2516,0.0719,0.0684,0.0628
2517,0.09,0.0663,0.0616
2518,0.0675,0.0615,0.0601
2519,0.0589,0.0581,0.0589
2520,0.0559,0.0562,0.0581
2521,0.0522,0.0543,0.0563
2522,0.0469,0.0541,0.0562
2523,0.0481,0.0532,0.0553
2524,0.0473,0.053,0.0551
2525,0.0477,0.0537,0.0558
2526,0.0488,0.0545,0.0565
2527,0.0496,0.055,0.0568
2528,0.0397,0.0594,0.0607
2529,0.0142,0.0452,0.0452
2530,0.0089,0.0279,0.0275
2531,0.0109,0.0262,0.0258
2532,0.0083,0.0275,0.0271
2533,0.0045,0.027,0.0267
2534,0.0025,0.0274,0.0268
2535,0.0014,0.0286,0.028
2536,0.0014,0.044,0.044
2537,0.0064,0.0647,0.0655
2538,0.0233,0.0612,0.061
2539,0.0639,0.0679,0.0626
2540,0.0719,0.0684,0.0628
2541,0.09,0.0663,0.0616
2542,0.0675,0.0615,0.0601
2543,0.0589,0.0581,0.0589
2544,0.0559,0.0562,0.0581
2545,0.0522,0.0543,0.0563
2546,0.0469,0.0541,0.0562
2547,0.0481,0.0532,0.0553
2548,0.0473,0.053,0.0551
2549,0.0477,0.0537,0.0558
2550,0.0488,0.0545,0.0565
2551,0.0496,0.055,0.0568
2552,0.0397,0.0594,0.0607
2553,0.0142,0.0452,0.0452
2554,0.0089,0.0279,0.0275
2555,0.0109,0.0262,0.0258
2556,0.0083,0.0275,0.0271
2557,0.0045,0.027,0.0267
2558,0.0025,0.0274,0.0268
2559,0.0014,0.0286,0.028
2560,0.0014,0.044,0.044
2561,0.0064,0.0647,0.0655
2562,0.0233,0.0612,0.061
2563,0.0639,0.0679,0.0626
2564,0.0719,0.0684,0.0628
2565,0.09,0.0663,0.0616
2566,0.0675,0.0615,0.0601
2567,0.0589,0.0581,0.0589
2568,0.0559,0.0562,0.0581
2569,0.0522,0.0543,0.0563
2570,0.0469,0.0541,0.0562
2571,0.0481,0.0532,0.0553
2572,0.0473,0.053,0.0551
2573,0.0477,0.0537,0.0558
2574,0.0488,0.0545,0.0565
2575,0.0496,0.055,0.0568
2576,0.0397,0.0594,0.0607
2577,0.0142,0.0452,0.0452
2578,0.0089,0.0279,0.0275
2579,0.0109,0.0262,0.0258
2580,0.0083,0.0275,0.0271
2581,0.0045,0.027,0.0267
