Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,141054,-,-,-,39.37,-123.78,-8,102,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
1999,1,1,0,30,4,0,0,0,0.08,1020,7,350,2.1,,,,,,
1999,1,1,1,30,4,0,0,0,0.08,1020,7,347,2.4000000000000004,,,,,,
1999,1,1,2,30,4,0,0,0,0.08,1020,7,346,2.6,,,,,,
1999,1,1,3,30,4,0,0,0,0.08,1020,7,347,2.7,,,,,,
1999,1,1,4,30,4,0,0,0,0.08,1020,6,349,2.7,,,,,,
1999,1,1,5,30,4,0,0,0,0.08,1020,6,351,2.6,,,,,,
1999,1,1,6,30,3,0,0,0,0.08,1020,6,354,2.3000000000000003,,,,,,
1999,1,1,7,30,3,0,0,0,0.08,1020,7,359,2,,,,,,
1999,1,1,8,30,3,42,0,42,0.08,1020,8,358,1.8,,,,,,
1999,1,1,9,30,5,99,317,188,0.08,1020,10,348,1.7000000000000002,,,,,,
1999,1,1,10,30,4,56,880,395,0.08,1020,12,336,1.7000000000000002,,,,,,
1999,1,1,11,30,5,59,919,471,0.08,1020,13,327,1.6,,,,,,
1999,1,1,12,30,6,61,926,490,0.08,1010,14,324,1.4000000000000001,,,,,,
1999,1,1,13,30,7,59,907,449,0.08,1010,15,322,1.4000000000000001,,,,,,
1999,1,1,14,30,7,53,854,353,0.08,1010,14,319,1.5,,,,,,
1999,1,1,15,30,7,44,736,213,0.08,1020,13,317,1.8,,,,,,
1999,1,1,16,30,7,23,443,58,0.08,1020,11,322,1.9000000000000001,,,,,,
1999,1,1,17,30,6,0,0,0,0.08,1020,10,337,1.8,,,,,,
1999,1,1,18,30,6,0,0,0,0.08,1020,10,351,1.6,,,,,,
1999,1,1,19,30,6,0,0,0,0.08,1020,9,356,1.3,,,,,,
1999,1,1,20,30,6,0,0,0,0.08,1020,9,2,1.1,,,,,,
1999,1,1,21,30,5,0,0,0,0.08,1020,10,8,1.1,,,,,,
1999,1,1,22,30,5,0,0,0,0.08,1020,10,12,1.1,,,,,,
1999,1,1,23,30,4,0,0,0,0.08,1020,10,16,1.1,,,,,,
1999,1,2,0,30,4,0,0,0,0.08,1020,10,28,1.1,,,,,,
1999,1,2,1,30,3,0,0,0,0.08,1020,10,39,1.1,,,,,,
1999,1,2,2,30,3,0,0,0,0.08,1010,9,47,1,,,,,,
1999,1,2,3,30,3,0,0,0,0.08,1010,9,57,0.9,,,,,,
1999,1,2,4,30,2,0,0,0,0.08,1010,9,67,0.7000000000000001,,,,,,
1999,1,2,5,30,2,0,0,0,0.08,1010,9,76,0.7000000000000001,,,,,,
1999,1,2,6,30,2,0,0,0,0.08,1010,9,88,0.9,,,,,,
1999,1,2,7,30,3,0,0,0,0.08,1010,9,88,1.1,,,,,,
1999,1,2,8,30,4,40,391,94,0.08,1010,10,83,1.1,,,,,,
1999,1,2,9,30,5,105,21,111,0.08,1020,12,84,0.9,,,,,,
1999,1,2,10,30,5,127,454,302,0.08,1010,13,97,0.5,,,,,,
1999,1,2,11,30,6,59,908,467,0.08,1010,14,136,0.2,,,,,,
1999,1,2,12,30,8,60,910,484,0.08,1010,15,193,0.2,,,,,,
1999,1,2,13,30,8,59,887,442,0.08,1010,15,246,0.2,,,,,,
1999,1,2,14,30,8,129,343,250,0.08,1010,15,300,0.5,,,,,,
1999,1,2,15,30,10,72,396,164,0.08,1010,14,323,0.9,,,,,,
1999,1,2,16,30,8,23,433,58,0.08,1010,12,345,1.2000000000000002,,,,,,
1999,1,2,17,30,8,0,0,0,0.08,1010,12,11,1.3,,,,,,
1999,1,2,18,30,8,0,0,0,0.08,1010,12,34,1.3,,,,,,
1999,1,2,19,30,7,0,0,0,0.08,1010,11,52,1.3,,,,,,
1999,1,2,20,30,6,0,0,0,0.08,1010,11,65,1.3,,,,,,
1999,1,2,21,30,5,0,0,0,0.08,1010,11,76,1.5,,,,,,
1999,1,2,22,30,4,0,0,0,0.08,1010,10,81,1.8,,,,,,
1999,1,2,23,30,4,0,0,0,0.08,1010,10,82,2,,,,,,
1999,1,3,0,30,3,0,0,0,0.08,1010,10,84,2.2,,,,,,
1999,1,3,1,30,3,0,0,0,0.08,1010,10,84,2.5,,,,,,
1999,1,3,2,30,2,0,0,0,0.08,1010,9,84,2.8000000000000003,,,,,,
1999,1,3,3,30,2,0,0,0,0.08,1010,9,82,2.9000000000000004,,,,,,
1999,1,3,4,30,2,0,0,0,0.08,1010,9,81,2.8000000000000003,,,,,,
1999,1,3,5,30,2,0,0,0,0.08,1010,9,81,2.8000000000000003,,,,,,
1999,1,3,6,30,2,0,0,0,0.08,1010,8,82,2.7,,,,,,
1999,1,3,7,30,2,0,0,0,0.08,1010,8,85,2.6,,,,,,
1999,1,3,8,30,2,35,598,117,0.08,1010,9,87,2.3000000000000003,,,,,,
1999,1,3,9,30,3,51,798,275,0.08,1020,11,90,1.8,,,,,,
1999,1,3,10,30,5,59,883,401,0.08,1020,12,92,1,,,,,,
1999,1,3,11,30,7,63,919,477,0.08,1020,14,92,0.5,,,,,,
1999,1,3,12,30,8,64,924,495,0.08,1020,15,87,0.30000000000000004,,,,,,
1999,1,3,13,30,9,62,901,453,0.08,1010,16,58,0.2,,,,,,
1999,1,3,14,30,10,114,451,274,0.08,1020,15,26,0.2,,,,,,
1999,1,3,15,30,8,74,383,164,0.08,1020,14,21,0.30000000000000004,,,,,,
1999,1,3,16,30,6,29,117,39,0.08,1020,12,53,0.5,,,,,,
1999,1,3,17,30,6,0,0,0,0.08,1020,11,84,0.8,,,,,,
1999,1,3,18,30,6,0,0,0,0.08,1020,10,107,0.8,,,,,,
1999,1,3,19,30,6,0,0,0,0.08,1020,10,123,0.8,,,,,,
1999,1,3,20,30,6,0,0,0,0.08,1020,9,121,1,,,,,,
1999,1,3,21,30,5,0,0,0,0.08,1020,9,113,1.3,,,,,,
1999,1,3,22,30,5,0,0,0,0.08,1020,9,107,1.8,,,,,,
1999,1,3,23,30,4,0,0,0,0.08,1020,9,105,2.2,,,,,,
1999,1,4,0,30,4,0,0,0,0.08,1020,9,105,2.4000000000000004,,,,,,
1999,1,4,1,30,3,0,0,0,0.08,1020,9,104,2.4000000000000004,,,,,,
1999,1,4,2,30,3,0,0,0,0.08,1020,9,104,2.2,,,,,,
1999,1,4,3,30,3,0,0,0,0.08,1020,9,104,2,,,,,,
1999,1,4,4,30,3,0,0,0,0.08,1020,9,105,2,,,,,,
1999,1,4,5,30,3,0,0,0,0.08,1020,9,107,2,,,,,,
1999,1,4,6,30,3,0,0,0,0.08,1020,8,108,2,,,,,,
1999,1,4,7,30,2,0,0,0,0.08,1020,8,106,2.1,,,,,,
1999,1,4,8,30,3,39,538,113,0.08,1020,10,106,1.9000000000000001,,,,,,
1999,1,4,9,30,5,58,749,269,0.08,1020,12,108,1.6,,,,,,
1999,1,4,10,30,5,69,840,395,0.08,1020,13,109,1.2000000000000002,,,,,,
1999,1,4,11,30,5,128,580,390,0.08,1020,14,110,0.9,,,,,,
1999,1,4,12,30,5,121,625,414,0.08,1020,14,119,0.7000000000000001,,,,,,
1999,1,4,13,30,5,133,529,364,0.08,1020,15,131,0.6000000000000001,,,,,,
1999,1,4,14,30,5,67,807,355,0.08,1020,14,153,0.6000000000000001,,,,,,
1999,1,4,15,30,7,53,686,217,0.08,1020,13,172,0.5,,,,,,
1999,1,4,16,30,5,28,384,61,0.08,1020,13,168,0.4,,,,,,
1999,1,4,17,30,5,0,0,0,0.08,1020,12,143,0.30000000000000004,,,,,,
1999,1,4,18,30,5,0,0,0,0.08,1020,12,106,0.30000000000000004,,,,,,
1999,1,4,19,30,5,0,0,0,0.08,1020,12,89,0.4,,,,,,
1999,1,4,20,30,5,0,0,0,0.08,1020,12,90,0.4,,,,,,
1999,1,4,21,30,5,0,0,0,0.08,1020,11,90,0.5,,,,,,
1999,1,4,22,30,4,0,0,0,0.08,1020,11,88,0.7000000000000001,,,,,,
1999,1,4,23,30,4,0,0,0,0.08,1020,10,84,0.9,,,,,,
