Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,123789,-,-,-,37.89,-122.54,-8,81,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2017,1,1,0,30,7,0,0,0,0.1,1000,7,278,2.8000000000000003,,,,,,
2017,1,1,1,30,7,0,0,0,0.1,1000,7,280,2.7,,,,,,
2017,1,1,2,30,7,0,0,0,0.1,1000,7,280,3,,,,,,
2017,1,1,3,30,6,0,0,0,0.1,1000,6,281,3.1,,,,,,
2017,1,1,4,30,6,0,0,0,0.1,1000,6,286,3,,,,,,
2017,1,1,5,30,6,0,0,0,0.1,1000,6,288,3,,,,,,
2017,1,1,6,30,5,0,0,0,0.1,1000,6,290,2.9000000000000004,,,,,,
2017,1,1,7,30,5,0,0,0,0.1,1000,6,291,2.9000000000000004,,,,,,
2017,1,1,8,30,6,46,546,138,0.1,1000,7,293,3.3000000000000003,,,,,,
2017,1,1,9,30,5,63,763,299,0.1,1000,8,297,3.6,,,,,,
2017,1,1,10,30,4,75,842,424,0.1,1000,9,297,3.9000000000000004,,,,,,
2017,1,1,11,30,4,79,883,498,0.1,1000,10,294,4.1000000000000005,,,,,,
2017,1,1,12,30,3,78,892,512,0.1,1000,10,295,4.3,,,,,,
2017,1,1,13,30,3,82,843,459,0.1,1000,10,295,4.4,,,,,,
2017,1,1,14,30,3,73,780,356,0.1,1000,9,293,4.3,,,,,,
2017,1,1,15,30,3,58,641,211,0.1,1000,8,290,3.8000000000000003,,,,,,
2017,1,1,16,30,4,30,280,52,0.1,1000,7,286,3,,,,,,
2017,1,1,17,30,4,0,0,0,0.1,1000,6,284,2.7,,,,,,
2017,1,1,18,30,4,0,0,0,0.1,1000,6,284,2.5,,,,,,
2017,1,1,19,30,4,0,0,0,0.1,1000,6,282,2.5,,,,,,
2017,1,1,20,30,4,0,0,0,0.1,1000,5,280,2.4000000000000004,,,,,,
2017,1,1,21,30,4,0,0,0,0.1,1000,5,278,2.3000000000000003,,,,,,
2017,1,1,22,30,4,0,0,0,0.1,1000,5,275,2.3000000000000003,,,,,,
2017,1,1,23,30,4,0,0,0,0.1,1000,5,273,2.2,,,,,,
2017,1,2,0,30,4,0,0,0,0.1,1000,5,273,2.1,,,,,,
2017,1,2,1,30,3,0,0,0,0.1,1000,6,275,1.9000000000000001,,,,,,
2017,1,2,2,30,3,0,0,0,0.1,1000,6,273,1.8,,,,,,
2017,1,2,3,30,3,0,0,0,0.1,1000,5,269,1.8,,,,,,
2017,1,2,4,30,3,0,0,0,0.1,1000,5,265,1.7000000000000002,,,,,,
2017,1,2,5,30,3,0,0,0,0.1,1000,5,262,1.7000000000000002,,,,,,
2017,1,2,6,30,2,0,0,0,0.1,1000,5,258,1.6,,,,,,
2017,1,2,7,30,2,0,0,0,0.1,1000,5,249,1.4000000000000001,,,,,,
2017,1,2,8,30,4,45,0,45,0.1,1000,6,240,1.5,,,,,,
2017,1,2,9,30,4,100,0,100,0.1,1000,7,227,1.9000000000000001,,,,,,
2017,1,2,10,30,4,88,0,88,0.1,1000,8,221,2.4000000000000004,,,,,,
2017,1,2,11,30,4,174,429,378,0.1,1000,8,223,2.9000000000000004,,,,,,
2017,1,2,12,30,4,213,244,332,0.1,1000,8,225,3.1,,,,,,
2017,1,2,13,30,4,175,357,336,0.1,1000,9,225,3.2,,,,,,
2017,1,2,14,30,4,149,54,169,0.1,1000,8,223,3,,,,,,
2017,1,2,15,30,4,92,32,100,0.1,1000,7,220,2.5,,,,,,
2017,1,2,16,30,5,25,0,25,0.1,1000,6,214,2,,,,,,
2017,1,2,17,30,5,0,0,0,0.1,1000,6,206,1.9000000000000001,,,,,,
2017,1,2,18,30,5,0,0,0,0.1,1010,6,195,1.9000000000000001,,,,,,
2017,1,2,19,30,5,0,0,0,0.1,1010,6,189,2,,,,,,
2017,1,2,20,30,5,0,0,0,0.1,1010,6,186,1.9000000000000001,,,,,,
2017,1,2,21,30,5,0,0,0,0.1,1010,6,180,1.8,,,,,,
2017,1,2,22,30,5,0,0,0,0.1,1010,6,177,1.8,,,,,,
2017,1,2,23,30,6,0,0,0,0.1,1010,7,175,1.8,,,,,,
2017,1,3,0,30,6,0,0,0,0.1,1010,7,174,1.7000000000000002,,,,,,
2017,1,3,1,30,7,0,0,0,0.1,1010,7,170,1.7000000000000002,,,,,,
2017,1,3,2,30,7,0,0,0,0.1,1010,8,156,1.9000000000000001,,,,,,
2017,1,3,3,30,7,0,0,0,0.1,1010,8,146,2.1,,,,,,
2017,1,3,4,30,7,0,0,0,0.1,1000,8,140,2.3000000000000003,,,,,,
2017,1,3,5,30,7,0,0,0,0.1,1000,8,135,2.4000000000000004,,,,,,
2017,1,3,6,30,7,0,0,0,0.1,1000,7,127,2.6,,,,,,
2017,1,3,7,30,7,0,0,0,0.1,1000,7,120,2.8000000000000003,,,,,,
2017,1,3,8,30,7,3,0,3,0.1,1000,8,118,3.1,,,,,,
2017,1,3,9,30,7,6,0,6,0.1,1000,8,125,3.5,,,,,,
2017,1,3,10,30,8,88,0,88,0.1,1000,9,137,3.9000000000000004,,,,,,
2017,1,3,11,30,9,128,0,128,0.1,1000,10,148,4.1000000000000005,,,,,,
2017,1,3,12,30,9,9,0,9,0.1,1000,11,160,4.5,,,,,,
2017,1,3,13,30,10,30,0,30,0.1,1000,11,166,4.9,,,,,,
2017,1,3,14,30,10,35,0,35,0.1,1000,11,169,5.300000000000001,,,,,,
2017,1,3,15,30,10,21,0,21,0.1,1000,11,170,5.800000000000001,,,,,,
2017,1,3,16,30,11,5,0,5,0.1,1000,12,170,6.2,,,,,,
2017,1,3,17,30,11,0,0,0,0.1,1000,12,174,6.6000000000000005,,,,,,
2017,1,3,18,30,11,0,0,0,0.1,1000,12,181,6.7,,,,,,
2017,1,3,19,30,11,0,0,0,0.1,1000,12,186,6.6000000000000005,,,,,,
2017,1,3,20,30,11,0,0,0,0.1,1000,12,190,6.4,,,,,,
2017,1,3,21,30,11,0,0,0,0.1,1000,12,192,6.1000000000000005,,,,,,
2017,1,3,22,30,11,0,0,0,0.1,1000,12,194,5.7,,,,,,
2017,1,3,23,30,11,0,0,0,0.1,1000,12,196,5.1000000000000005,,,,,,
2017,1,4,0,30,11,0,0,0,0.1,1000,12,200,4.4,,,,,,
2017,1,4,1,30,11,0,0,0,0.1,1000,12,213,3.4000000000000004,,,,,,
2017,1,4,2,30,11,0,0,0,0.1,1000,12,235,2.5,,,,,,
2017,1,4,3,30,11,0,0,0,0.1,1000,11,256,2.1,,,,,,
2017,1,4,4,30,9,0,0,0,0.1,1000,10,271,2,,,,,,
2017,1,4,5,30,9,0,0,0,0.1,1000,10,283,1.9000000000000001,,,,,,
2017,1,4,6,30,9,0,0,0,0.1,1000,10,298,1.8,,,,,,
2017,1,4,7,30,9,0,0,0,0.1,1000,10,299,1.9000000000000001,,,,,,
2017,1,4,8,30,9,52,0,52,0.1,1000,10,295,2.1,,,,,,
2017,1,4,9,30,9,111,5,113,0.1,1000,10,292,2.2,,,,,,
2017,1,4,10,30,9,145,4,147,0.1,1000,10,291,2.4000000000000004,,,,,,
2017,1,4,11,30,8,103,0,103,0.1,1000,10,297,2.7,,,,,,
2017,1,4,12,30,8,25,0,25,0.1,1000,10,309,2.7,,,,,,
2017,1,4,13,30,8,87,0,87,0.1,1000,10,318,2.4000000000000004,,,,,,
2017,1,4,14,30,7,52,0,52,0.1,1000,9,316,2,,,,,,
2017,1,4,15,30,7,32,0,32,0.1,1000,9,322,1.7000000000000002,,,,,,
2017,1,4,16,30,7,8,0,8,0.1,1000,8,334,1.4000000000000001,,,,,,
2017,1,4,17,30,7,0,0,0,0.1,1000,8,351,1.3,,,,,,
2017,1,4,18,30,7,0,0,0,0.1,1000,8,7,1.3,,,,,,
2017,1,4,19,30,6,0,0,0,0.1,1000,8,4,1.4000000000000001,,,,,,
2017,1,4,20,30,6,0,0,0,0.1,1000,7,352,1.5,,,,,,
2017,1,4,21,30,6,0,0,0,0.1,1000,7,346,1.5,,,,,,
2017,1,4,22,30,6,0,0,0,0.1,1000,7,342,1.4000000000000001,,,,,,
2017,1,4,23,30,5,0,0,0,0.1,1000,7,335,1.4000000000000001,,,,,,
2017,1,5,0,30,5,0,0,0,0.1,1000,7,321,1.6,,,,,,
2017,1,5,1,30,5,0,0,0,0.1,1000,7,310,1.8,,,,,,
2017,1,5,2,30,5,0,0,0,0.1,1000,6,308,2,,,,,,
2017,1,5,3,30,4,0,0,0,0.1,1000,6,311,2.1,,,,,,
2017,1,5,4,30,4,0,0,0,0.1,1000,5,317,2.2,,,,,,
2017,1,5,5,30,4,0,0,0,0.1,1000,4,318,2.3000000000000003,,,,,,
2017,1,5,6,30,3,0,0,0,0.1,1000,4,320,2.3000000000000003,,,,,,
2017,1,5,7,30,3,0,0,0,0.1,1000,4,317,2.4000000000000004,,,,,,
2017,1,5,8,30,3,38,622,143,0.1,1010,6,316,2.6,,,,,,
2017,1,5,9,30,3,53,808,305,0.1,1010,7,322,2.7,,,,,,
2017,1,5,10,30,1,63,885,433,0.1,1010,8,327,2.7,,,,,,
2017,1,5,11,30,0,68,916,508,0.1,1010,9,326,2.6,,,,,,
2017,1,5,12,30,0,71,917,522,0.1,1010,9,326,2.5,,,,,,
