Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,131603,-,-,-,38.57,-122.82,-8,65,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
1999,1,1,0,30,3,0,0,0,0.13,1010,5,337,2.5,,,,,,
1999,1,1,1,30,3,0,0,0,0.13,1010,5,336,2.7,,,,,,
1999,1,1,2,30,3,0,0,0,0.13,1010,5,334,2.9000000000000004,,,,,,
1999,1,1,3,30,2,0,0,0,0.13,1010,5,332,3.2,,,,,,
1999,1,1,4,30,2,0,0,0,0.13,1010,4,330,3.2,,,,,,
1999,1,1,5,30,1,0,0,0,0.13,1010,4,332,3.1,,,,,,
1999,1,1,6,30,1,0,0,0,0.13,1010,4,337,2.9000000000000004,,,,,,
1999,1,1,7,30,1,0,0,0,0.13,1010,5,344,2.3000000000000003,,,,,,
1999,1,1,8,30,2,51,0,51,0.13,1010,7,347,1.8,,,,,,
1999,1,1,9,30,2,110,291,197,0.13,1010,10,359,1.2000000000000002,,,,,,
1999,1,1,10,30,2,57,896,417,0.13,1010,12,1,0.7000000000000001,,,,,,
1999,1,1,11,30,3,59,935,492,0.13,1010,13,352,0.5,,,,,,
1999,1,1,12,30,3,60,943,508,0.13,1010,14,321,0.6000000000000001,,,,,,
1999,1,1,13,30,3,58,924,463,0.13,1010,15,314,0.9,,,,,,
1999,1,1,14,30,4,53,869,361,0.13,1010,14,316,1.2000000000000002,,,,,,
1999,1,1,15,30,6,43,752,217,0.13,1010,12,317,1.5,,,,,,
1999,1,1,16,30,5,22,456,56,0.13,1010,10,328,1.8,,,,,,
1999,1,1,17,30,4,0,0,0,0.13,1010,8,330,2,,,,,,
1999,1,1,18,30,4,0,0,0,0.13,1010,7,333,2.1,,,,,,
1999,1,1,19,30,4,0,0,0,0.13,1010,7,337,2.1,,,,,,
1999,1,1,20,30,4,0,0,0,0.13,1010,7,340,2,,,,,,
1999,1,1,21,30,3,0,0,0,0.13,1010,7,343,1.9000000000000001,,,,,,
1999,1,1,22,30,3,0,0,0,0.13,1010,6,347,1.8,,,,,,
1999,1,1,23,30,3,0,0,0,0.13,1010,6,352,1.7000000000000002,,,,,,
1999,1,2,0,30,2,0,0,0,0.13,1010,5,0,1.5,,,,,,
1999,1,2,1,30,2,0,0,0,0.13,1010,5,10,1.2000000000000002,,,,,,
1999,1,2,2,30,1,0,0,0,0.13,1010,5,22,1.1,,,,,,
1999,1,2,3,30,0,0,0,0,0.13,1010,5,39,1.1,,,,,,
1999,1,2,4,30,0,0,0,0,0.13,1010,5,60,1.3,,,,,,
1999,1,2,5,30,0,0,0,0,0.13,1010,5,78,1.6,,,,,,
1999,1,2,6,30,-1,0,0,0,0.13,1010,5,86,1.6,,,,,,
1999,1,2,7,30,-1,0,0,0,0.13,1010,6,88,1.5,,,,,,
1999,1,2,8,30,0,34,643,135,0.13,1010,8,82,1.2000000000000002,,,,,,
1999,1,2,9,30,1,48,818,292,0.13,1010,10,73,0.7000000000000001,,,,,,
1999,1,2,10,30,1,153,348,293,0.13,1010,13,8,0.6000000000000001,,,,,,
1999,1,2,11,30,3,58,926,487,0.13,1010,14,312,1,,,,,,
1999,1,2,12,30,4,59,928,501,0.13,1010,15,321,1.2000000000000002,,,,,,
1999,1,2,13,30,5,177,313,315,0.13,1010,16,333,1.2000000000000002,,,,,,
1999,1,2,14,30,7,137,303,245,0.13,1010,15,335,1.2000000000000002,,,,,,
1999,1,2,15,30,9,88,201,135,0.13,1010,13,336,1.2000000000000002,,,,,,
1999,1,2,16,30,8,27,92,34,0.13,1010,11,344,1.2000000000000002,,,,,,
1999,1,2,17,30,6,0,0,0,0.13,1010,10,353,1.4000000000000001,,,,,,
1999,1,2,18,30,6,0,0,0,0.13,1010,10,4,1.4000000000000001,,,,,,
1999,1,2,19,30,5,0,0,0,0.13,1010,10,18,1.3,,,,,,
1999,1,2,20,30,5,0,0,0,0.13,1010,9,36,1.3,,,,,,
1999,1,2,21,30,4,0,0,0,0.13,1010,9,48,1.4000000000000001,,,,,,
1999,1,2,22,30,4,0,0,0,0.13,1010,9,52,1.4000000000000001,,,,,,
1999,1,2,23,30,4,0,0,0,0.13,1010,8,53,1.5,,,,,,
1999,1,3,0,30,3,0,0,0,0.13,1010,8,54,1.7000000000000002,,,,,,
1999,1,3,1,30,2,0,0,0,0.13,1010,7,53,2,,,,,,
1999,1,3,2,30,1,0,0,0,0.13,1010,6,53,2.3000000000000003,,,,,,
1999,1,3,3,30,0,0,0,0,0.13,1010,6,54,2.6,,,,,,
1999,1,3,4,30,0,0,0,0,0.13,1010,6,56,2.7,,,,,,
1999,1,3,5,30,0,0,0,0,0.13,1010,5,59,2.8000000000000003,,,,,,
1999,1,3,6,30,0,0,0,0,0.13,1010,5,64,2.8000000000000003,,,,,,
1999,1,3,7,30,0,0,0,0,0.13,1010,6,67,2.8000000000000003,,,,,,
1999,1,3,8,30,0,37,653,139,0.13,1010,8,68,2.9000000000000004,,,,,,
1999,1,3,9,30,0,52,835,301,0.13,1010,10,70,2.7,,,,,,
1999,1,3,10,30,1,59,914,428,0.13,1010,12,74,2.2,,,,,,
1999,1,3,11,30,2,63,948,503,0.13,1010,14,78,1.9000000000000001,,,,,,
1999,1,3,12,30,2,64,951,518,0.13,1010,15,85,1.8,,,,,,
1999,1,3,13,30,3,63,927,472,0.13,1010,15,90,1.7000000000000002,,,,,,
1999,1,3,14,30,3,128,372,262,0.13,1010,14,94,1.5,,,,,,
1999,1,3,15,30,5,68,447,173,0.13,1010,11,95,1.4000000000000001,,,,,,
1999,1,3,16,30,5,28,72,34,0.13,1010,9,94,1.5,,,,,,
1999,1,3,17,30,3,0,0,0,0.13,1010,7,88,1.8,,,,,,
1999,1,3,18,30,3,0,0,0,0.13,1010,7,80,2.2,,,,,,
1999,1,3,19,30,2,0,0,0,0.13,1010,6,76,2.5,,,,,,
1999,1,3,20,30,2,0,0,0,0.13,1010,6,74,2.6,,,,,,
1999,1,3,21,30,1,0,0,0,0.13,1010,6,74,2.6,,,,,,
1999,1,3,22,30,1,0,0,0,0.13,1010,6,75,2.6,,,,,,
1999,1,3,23,30,2,0,0,0,0.13,1010,6,76,2.7,,,,,,
1999,1,4,0,30,2,0,0,0,0.13,1010,6,78,2.7,,,,,,
1999,1,4,1,30,2,0,0,0,0.13,1010,5,78,2.8000000000000003,,,,,,
1999,1,4,2,30,2,0,0,0,0.13,1010,5,78,2.8000000000000003,,,,,,
