Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,117995,-,-,-,37.37,-121.78,-8,327,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2005,1,1,0,30,4,0,0,0,0.15,980,4,251,1.2000000000000002,,,,,,
2005,1,1,1,30,4,0,0,0,0.15,980,4,251,1.1,,,,,,
2005,1,1,2,30,4,0,0,0,0.15,980,4,250,1,,,,,,
2005,1,1,3,30,3,0,0,0,0.15,980,4,244,1,,,,,,
2005,1,1,4,30,3,0,0,0,0.15,980,3,228,1,,,,,,
2005,1,1,5,30,2,0,0,0,0.15,980,3,213,1.1,,,,,,
2005,1,1,6,30,2,0,0,0,0.15,980,3,204,1.2000000000000002,,,,,,
2005,1,1,7,30,2,0,0,0,0.15,980,4,199,1.2000000000000002,,,,,,
2005,1,1,8,30,5,53,517,146,0.15,980,7,195,1.8,,,,,,
2005,1,1,9,30,5,75,702,301,0.15,980,8,203,2.4000000000000004,,,,,,
2005,1,1,10,30,5,74,836,430,0.15,980,9,212,2.6,,,,,,
2005,1,1,11,30,4,207,286,345,0.15,980,9,216,2.7,,,,,,
2005,1,1,12,30,4,46,0,46,0.15,980,9,219,2.6,,,,,,
2005,1,1,13,30,5,182,36,199,0.15,980,9,220,2.4000000000000004,,,,,,
2005,1,1,14,30,5,134,11,138,0.15,980,9,222,2,,,,,,
2005,1,1,15,30,5,25,0,25,0.15,980,8,222,1.3,,,,,,
2005,1,1,16,30,6,26,4,26,0.15,980,6,220,0.9,,,,,,
2005,1,1,17,30,5,0,0,0,0.15,980,6,220,0.9,,,,,,
2005,1,1,18,30,5,0,0,0,0.15,980,6,219,0.9,,,,,,
2005,1,1,19,30,5,0,0,0,0.15,980,5,216,0.9,,,,,,
2005,1,1,20,30,5,0,0,0,0.15,980,5,210,0.9,,,,,,
2005,1,1,21,30,5,0,0,0,0.15,980,5,202,0.9,,,,,,
2005,1,1,22,30,5,0,0,0,0.15,980,5,197,0.9,,,,,,
2005,1,1,23,30,5,0,0,0,0.15,980,6,193,1.1,,,,,,
2005,1,2,0,30,6,0,0,0,0.15,980,6,189,1.2000000000000002,,,,,,
2005,1,2,1,30,6,0,0,0,0.15,980,6,186,1.2000000000000002,,,,,,
2005,1,2,2,30,6,0,0,0,0.15,980,6,182,1.2000000000000002,,,,,,
2005,1,2,3,30,6,0,0,0,0.15,980,6,177,1.3,,,,,,
2005,1,2,4,30,5,0,0,0,0.15,980,6,176,1.5,,,,,,
2005,1,2,5,30,6,0,0,0,0.15,980,6,173,1.8,,,,,,
2005,1,2,6,30,6,0,0,0,0.15,980,6,170,1.9000000000000001,,,,,,
2005,1,2,7,30,6,0,0,0,0.15,980,6,164,1.9000000000000001,,,,,,
2005,1,2,8,30,6,12,0,12,0.15,980,6,156,2.1,,,,,,
2005,1,2,9,30,6,52,0,52,0.15,980,7,152,2.4000000000000004,,,,,,
2005,1,2,10,30,6,160,18,168,0.15,980,7,157,2.7,,,,,,
2005,1,2,11,30,6,182,18,191,0.15,970,7,164,2.8000000000000003,,,,,,
2005,1,2,12,30,6,186,18,195,0.15,970,7,166,2.7,,,,,,
2005,1,2,13,30,6,108,0,108,0.15,970,7,165,2.5,,,,,,
2005,1,2,14,30,7,56,0,56,0.15,970,7,164,2.2,,,,,,
2005,1,2,15,30,7,23,0,23,0.15,970,7,164,1.7000000000000002,,,,,,
2005,1,2,16,30,6,4,0,4,0.15,970,6,161,1.4000000000000001,,,,,,
2005,1,2,17,30,6,0,0,0,0.15,970,6,161,1.3,,,,,,
2005,1,2,18,30,6,0,0,0,0.15,970,6,162,1.3,,,,,,
2005,1,2,19,30,6,0,0,0,0.15,970,6,166,1.4000000000000001,,,,,,
2005,1,2,20,30,6,0,0,0,0.15,970,6,166,1.5,,,,,,
2005,1,2,21,30,6,0,0,0,0.15,970,5,168,1.5,,,,,,
2005,1,2,22,30,4,0,0,0,0.15,970,5,168,1.2000000000000002,,,,,,
2005,1,2,23,30,4,0,0,0,0.15,970,5,170,1.1,,,,,,
2005,1,3,0,30,4,0,0,0,0.15,970,5,179,1,,,,,,
2005,1,3,1,30,4,0,0,0,0.15,970,5,188,0.9,,,,,,
2005,1,3,2,30,4,0,0,0,0.15,970,4,192,0.9,,,,,,
2005,1,3,3,30,3,0,0,0,0.15,970,4,201,0.9,,,,,,
2005,1,3,4,30,3,0,0,0,0.15,970,4,209,0.9,,,,,,
2005,1,3,5,30,3,0,0,0,0.15,970,4,209,0.7000000000000001,,,,,,
2005,1,3,6,30,2,0,0,0,0.15,970,5,176,0.7000000000000001,,,,,,
2005,1,3,7,30,2,0,0,0,0.15,970,5,126,0.7000000000000001,,,,,,
2005,1,3,8,30,4,68,72,81,0.15,970,5,121,0.9,,,,,,
2005,1,3,9,30,5,134,140,179,0.15,970,6,117,1.2000000000000002,,,,,,
2005,1,3,10,30,4,27,0,27,0.15,970,7,115,1.3,,,,,,
2005,1,3,11,30,4,185,20,195,0.15,970,8,106,1.3,,,,,,
2005,1,3,12,30,3,139,0,139,0.15,970,9,103,1.1,,,,,,
2005,1,3,13,30,3,29,0,29,0.15,970,10,85,0.9,,,,,,
2005,1,3,14,30,3,140,334,264,0.15,970,9,45,1,,,,,,
2005,1,3,15,30,4,83,324,161,0.15,970,8,30,0.9,,,,,,
2005,1,3,16,30,5,29,173,43,0.15,970,6,25,0.9,,,,,,
2005,1,3,17,30,4,0,0,0,0.15,970,5,27,1,,,,,,
2005,1,3,18,30,4,0,0,0,0.15,970,4,33,1.1,,,,,,
2005,1,3,19,30,4,0,0,0,0.15,970,4,41,1,,,,,,
2005,1,3,20,30,4,0,0,0,0.15,970,4,47,0.9,,,,,,
2005,1,3,21,30,4,0,0,0,0.15,970,4,53,0.7000000000000001,,,,,,
2005,1,3,22,30,4,0,0,0,0.15,970,4,67,0.5,,,,,,
2005,1,3,23,30,4,0,0,0,0.15,970,4,87,0.4,,,,,,
2005,1,4,0,30,4,0,0,0,0.15,970,4,110,0.30000000000000004,,,,,,
2005,1,4,1,30,4,0,0,0,0.15,970,4,172,0.30000000000000004,,,,,,
2005,1,4,2,30,4,0,0,0,0.15,970,4,264,0.5,,,,,,
2005,1,4,3,30,4,0,0,0,0.15,970,4,278,0.6000000000000001,,,,,,
2005,1,4,4,30,3,0,0,0,0.15,970,4,281,0.6000000000000001,,,,,,
2005,1,4,5,30,3,0,0,0,0.15,970,4,286,0.6000000000000001,,,,,,
2005,1,4,6,30,3,0,0,0,0.15,970,4,289,0.5,,,,,,
2005,1,4,7,30,3,0,0,0,0.15,970,4,280,0.5,,,,,,
2005,1,4,8,30,4,23,0,23,0.15,970,5,265,0.9,,,,,,
2005,1,4,9,30,5,134,152,183,0.15,970,7,283,1.5,,,,,,
2005,1,4,10,30,5,155,11,160,0.15,970,8,299,1.8,,,,,,
2005,1,4,11,30,4,214,253,337,0.15,970,9,299,1.9000000000000001,,,,,,
2005,1,4,12,30,4,219,256,347,0.15,970,9,295,1.9000000000000001,,,,,,
2005,1,4,13,30,4,193,53,217,0.15,970,9,293,1.5,,,,,,
2005,1,4,14,30,4,149,271,250,0.15,970,8,295,0.9,,,,,,
2005,1,4,15,30,5,20,0,20,0.15,970,7,292,0.5,,,,,,
2005,1,4,16,30,5,31,255,53,0.15,970,6,175,0.6000000000000001,,,,,,
2005,1,4,17,30,4,0,0,0,0.15,980,5,156,1,,,,,,
2005,1,4,18,30,4,0,0,0,0.15,980,4,159,1.1,,,,,,
2005,1,4,19,30,4,0,0,0,0.15,980,3,163,1.2000000000000002,,,,,,
2005,1,4,20,30,4,0,0,0,0.15,980,3,163,1.1,,,,,,
2005,1,4,21,30,4,0,0,0,0.15,980,3,160,1.1,,,,,,
2005,1,4,22,30,4,0,0,0,0.15,980,4,157,1,,,,,,
2005,1,4,23,30,4,0,0,0,0.15,980,4,156,1,,,,,,
2005,1,5,0,30,4,0,0,0,0.15,980,4,156,1,,,,,,
2005,1,5,1,30,4,0,0,0,0.15,980,4,154,1,,,,,,
2005,1,5,2,30,4,0,0,0,0.15,980,4,150,1.1,,,,,,
2005,1,5,3,30,4,0,0,0,0.15,980,4,147,1.1,,,,,,
2005,1,5,4,30,4,0,0,0,0.15,980,4,144,1.1,,,,,,
2005,1,5,5,30,4,0,0,0,0.15,980,4,141,1.2000000000000002,,,,,,
2005,1,5,6,30,4,0,0,0,0.15,980,4,143,1.4000000000000001,,,,,,
2005,1,5,7,30,4,0,0,0,0.15,980,5,146,1.7000000000000002,,,,,,
2005,1,5,8,30,6,28,0,28,0.15,980,7,151,2.2,,,,,,
2005,1,5,9,30,7,134,125,175,0.15,990,8,157,2.4000000000000004,,,,,,
2005,1,5,10,30,7,177,50,199,0.15,990,9,170,2.4000000000000004,,,,,,
2005,1,5,11,30,6,205,49,229,0.15,990,10,185,2.3000000000000003,,,,,,
2005,1,5,12,30,6,151,0,151,0.15,980,10,196,2,,,,,,
2005,1,5,13,30,6,159,5,162,0.15,980,10,207,1.5,,,,,,
2005,1,5,14,30,6,113,0,113,0.15,980,9,214,1,,,,,,
2005,1,5,15,30,7,68,575,210,0.15,980,8,225,0.5,,,,,,
2005,1,5,16,30,7,33,248,54,0.15,980,8,254,0.4,,,,,,
2005,1,5,17,30,6,0,0,0,0.15,980,8,295,0.4,,,,,,
2005,1,5,18,30,6,0,0,0,0.15,990,7,332,0.4,,,,,,
2005,1,5,19,30,6,0,0,0,0.15,990,7,24,0.4,,,,,,
2005,1,5,20,30,6,0,0,0,0.15,990,6,63,0.5,,,,,,
2005,1,5,21,30,6,0,0,0,0.15,990,6,94,0.6000000000000001,,,,,,
